Link,Name,Property Type,No of Rooms,Property Size (sq. ft),Monthly Rent,Property Address
https://www.mudah.my/angkasa-apartment-room-for-rent-106439491.htm,angkasa apartment room for rent,Apartment / Flat,,100,RM300,Sabah
https://www.mudah.my/for-rent-cyber-city-apartment-2-3-bedrooms-2-bathrooms-106439217.htm,FOR RENT | Cyber City Apartment 2 | 3 Bedrooms 2 Bathrooms,Apartment,3,638,"RM1,200",Sabah
https://www.mudah.my/beverly-hills-aparment-phase-1-bundusan-penampang-106439192.htm,"Beverly hills Aparment phase 1, bundusan, penampang",Apartment,3,866,"RM1,200",Sabah
https://www.mudah.my/Bilik+Aircond+dan+tandas+sendiri+Sadong+Jaya+-104034564.htm,Bilik Aircond dan tandas sendiri (Sadong Jaya),Others,,100,RM650,Sabah
https://www.mudah.my/Kinarut+Tmn+LA+GLOXINIA+terrace+hse+2+tingkat-104336919.htm,"Kinarut, Tmn LA GLOXINIA terrace hse 2 tingkat",2-storey Terraced House,3,1500,"RM1,550",Sabah
https://www.mudah.my/Angkasa+Apartment+Phase+1+Level+1+3R2B+Partially+Furnished+For+Rent-106105719.htm,Angkasa Apartment Phase 1 (Level 1-3R2B-Partially Furnished) For Rent,Apartment,3,850,"RM1,300",Sabah
https://www.mudah.my/1B+Condo+Tower+A+Level+18+2R2B+Fully+Furnished+For+Rent-105465833.htm,1B Condo Tower A (Level 18-2R2B-Fully Furnished) For Rent,Condominium,2,900,"RM1,800",Sabah
https://www.mudah.my/Apartment+Ketiau+Putatan+3rd+Floor+3R2B+Unfurnished+For+Rent-106096826.htm,Apartment@Ketiau Putatan (3rd Floor-3R2B-Unfurnished) For Rent,Apartment,3,750,RM900,Sabah
https://www.mudah.my/Intermediate+Half+Shoplot+For+Rent+Plaza+Kingfisher-105942794.htm,Intermediate Half Shoplot For Rent@Plaza Kingfisher,Retail space,,85,RM750,Sabah
https://www.mudah.my/kolombong-warehouse-factory-43-500-sq-ft-106438073.htm,"Kolombong Warehouse Factory ( 43,500 sq.ft )",Warehouse / Factory,,43500,"RM48,000",Sabah
https://www.mudah.my/Garden+City+Tawau+Shoplot+1st+Floor+4+046sf-103061034.htm,"Garden City Tawau Shoplot - 1st Floor | 4,046sf",Shop lot,,4046,"RM8,000",Sabah
https://www.mudah.my/kingfisher-condo-for-rent-106437980.htm,Kingfisher Condo for Rent,Condominium,2,771,"RM1,500",Sabah
https://www.mudah.my/front-road-strategic-ground-floor-shoplot-1200sq-ft-for-rent-luyang-106437761.htm,Front Road Strategic Ground Floor Shoplot (1200sq.ft) For Rent@Luyang,Shop lot,,1200,"RM7,000",Sabah
https://www.mudah.my/Spacious+Warehouse+Menggatal+Full+Covered+For+Rent-104973208.htm,Spacious Warehouse | Menggatal | Full Covered | For Rent,Warehouse / Factory,,45000,"RM58,500",Sabah
https://www.mudah.my/the-gardens-bundusan-corner-982-sqft-partial-furnished-106437786.htm,The Gardens Bundusan | Corner 982 sqft | Partial Furnished,Condominium,3,982,"RM1,850",Sabah
https://www.mudah.my/seaview-top-floor-duplex-condo-4r3b-f-f-for-rent-grace-ville-106437959.htm,Seaview Top Floor Duplex Condo (4R3B-F.F) For Rent@Grace Ville,Condominium,4,2240,"RM2,800",Sabah
https://www.mudah.my/Beverly+Hills+Apartment+Phs+2+3+Bedroom+2+bathroom+Bundusan-106032406.htm,Beverly Hills Apartment Phs 2 | 3 Bedroom 2 bathroom | Bundusan,Apartment,3,800,"RM1,450",Sabah
https://www.mudah.my/for-rent-kk-times-square-facing-sutera-harbour-next-to-imago-106437715.htm,For RENT | KK Times Square | Facing Sutera Harbour | Next to IMAGO,Shop lot,,1060,"RM7,000",Sabah
https://www.mudah.my/raya-court-apartment-block-c-kk-area-kepayan-qe1-3r1b-ff-106395451.htm,Raya Court Apartment | Block C | KK Area | Kepayan | QE1 | 3R1B | FF,Apartment,3,750,"RM1,600",Sabah
https://www.mudah.my/lido-four-season-block-d-low-floor-kk-area-lido-kepayan-ff-106411731.htm,Lido Four Season | Block D | Low Floor | KK Area | Lido | Kepayan | FF,Condominium,3,1000,"RM2,000",Sabah
https://www.mudah.my/bilik-sewa-murah-106437810.htm,Bilik Sewa Murah,Apartment / Flat,,100,RM300,Sabah
https://www.mudah.my/The+Palm+Condominium+Kinarut+Lokawi+For+Rent-105201314.htm,The Palm Condominium | Kinarut | Lokawi |For Rent,Condominium,3,1090,"RM1,400",Sabah
https://www.mudah.my/kingfisher-putatan-condominium-seaview-high-floor-kkia-106244661.htm,Kingfisher Putatan Condominium | Seaview | High Floor | KKIA,Condominium,3,1009,"RM1,800",Sabah
https://www.mudah.my/kingfisher-putatan-2-carparks-airconds-corner-for-rent-airport-106393798.htm,Kingfisher Putatan | 2 Carparks | Airconds | Corner |For Rent| Airport,Condominium,3,1065,"RM1,650",Sabah
https://www.mudah.my/Ganang+Villa+Terrace+House+Block+V-106076409.htm,Ganang Villa Terrace House Block V,2.5-storey Terraced House,3,1800,"RM1,800",Sabah
https://www.mudah.my/bandar-sri-indah-kedai-dua-tingkat-bahagian-tepi-untuk-disewa-106437121.htm,Bandar Sri Indah - Kedai Dua Tingkat Bahagian Tepi Untuk Disewa,Shop lot,,1500,"RM1,600",Sabah
https://www.mudah.my/Bilik+Sewa+Room+Rental+Di+Sembulan+112+Di+Lorong+Sanzac-53133935.htm,Bilik Sewa / Room Rental Di Sembulan 112 Di Lorong Sanzac,Houses,,50,RM350,Sabah
https://www.mudah.my/bukit-bantayan-residences-106437062.htm,Bukit Bantayan Residences,Service Residence,3,1007,"RM2,000",Sabah
https://www.mudah.my/bandar-sri-indah-kedai-dua-tingkat-untuk-disewa-106437260.htm,Bandar Sri Indah - Kedai Dua Tingkat Untuk Disewa,Shop lot,,1600,"RM1,800",Sabah
https://www.mudah.my/1-borneo-106381329.htm,1 Borneo,Condominium,2,900,"RM1,700",Sabah
https://www.mudah.my/bukit-bantayan-residences-106437206.htm,Bukit Bantayan Residences,Service Residence,3,904,"RM1,800",Sabah
https://www.mudah.my/taman-la-gloxinia-kinarut-phase-2-unfurnished-kinarut-lokkawi-106437199.htm,Taman La Gloxinia Kinarut Phase 2 / Unfurnished / Kinarut Lokkawi,2-storey Terraced House,3,1163,"RM1,400",Sabah
https://www.mudah.my/surian-residence-106436930.htm,Surian Residence,Condominium,3,1035,"RM2,000",Sabah
https://www.mudah.my/tanan-ujana-fantasi-for-rent-106436956.htm,Tanan Ujana Fantasi ( for rent),2-storey Terraced House,4,1780,"RM3,500",Sabah
https://www.mudah.my/bukit-bantayan-residences-106436753.htm,Bukit Bantayan Residences,Service Residence,3,1007,"RM1,850",Sabah
https://www.mudah.my/for-rent-i-alam-damai-condo-i-3r2b-i-fully-furnished-i-qe-ii-i-damai-i-106436750.htm,For RENT I Alam Damai Condo I 3R2B I Fully Furnished I QE II I Damai I,Condominium,3,1300,"RM2,950",Sabah
https://www.mudah.my/bukit-bantayan-residences-106436457.htm,Bukit Bantayan Residences,Service Residence,2,1000,"RM1,900",Sabah
https://www.mudah.my/tropicana-condominium-bundusan-for-rent-kota-kinabalu-sabah-106436455.htm,Tropicana Condominium Bundusan For Rent Kota Kinabalu Sabah,Condominium,3,1411,"RM2,900",Sabah
https://www.mudah.my/1-floor-depan-yuk-chin-for-rent-106436073.htm,1 floor | depan yuk chin | for rent,1-storey Terraced House,2,700,RM850,Sabah
https://www.mudah.my/bukit-bantayan-residences-106436286.htm,Bukit Bantayan Residences,Service Residence,3,1007,"RM1,900",Sabah
https://www.mudah.my/Taman+Ujana+Kingfisher+DS+Terrace+Intermediate+House+for+Rent-105468969.htm,Taman Ujana Kingfisher DS Terrace Intermediate House for Rent,2-storey Terraced House,3,1920,"RM1,800",Sabah
https://www.mudah.my/peaceful-and-spacious-seri-borneo-iramanis-for-rent-106435768.htm,Peaceful and Spacious Seri Borneo Iramanis For Rent,Condominium,4,1600,"RM1,800",Sabah
https://www.mudah.my/indah-court-apartment-3rd-floor-3-bedrooms-furnished-damai-likas-106262009.htm,"Indah Court Apartment, 3rd Floor, 3 Bedrooms, Furnished, Damai Likas",Apartment,3,1078,"RM1,500",Sabah
https://www.mudah.my/jesselton-point-hotel-1-bedroom-furnished-kota-kinabalu-city-centre-106295985.htm,"Jesselton Point Hotel, 1 Bedroom, Furnished Kota Kinabalu City Centre",Soho,,820,"RM2,400",Sabah
https://www.mudah.my/jesselton-quay-jq-tower-1-fully-furnished-level-30-2-bedroom-kk-106245333.htm,"Jesselton Quay, JQ Tower 1, Fully Furnished, Level 30, 2 Bedroom, KK",Service Residence,2,522,"RM3,100",Sabah
https://www.mudah.my/new-unit-dual-keys-k-avenue-condo-kepayan-for-rent-106435883.htm,New Unit Dual Keys K Avenue Condo Kepayan For Rent,Service Residence,3,1032,"RM2,600",Sabah
https://www.mudah.my/Cyber+City+Apartment+Phase+2+GROUND+Floor+3+Bedrooms+Furnished-105875918.htm,"Cyber City Apartment Phase 2, GROUND Floor, 3 Bedrooms, Furnished",Apartment,3,638,"RM1,700",Sabah
https://www.mudah.my/KK+Times+Square+Office+Space+3rd+Floor+Riverson+Sutera+Avenue+KK-104894868.htm,KK Times Square Office Space / 3rd Floor / Riverson / Sutera Avenue KK,Office space,,1473,"RM3,250",Sabah
https://www.mudah.my/master-bedroom-at-cyber-city-1-apartment-kota-kinabalu-106435488.htm,Master Bedroom at Cyber City 1 Apartment Kota Kinabalu,Apartment / Flat,,176,RM600,Sabah
https://www.mudah.my/Indah+Permai+Corner+BILIK+SEWA+BILIK+Baru+Renovate+Fully+Furnished-105808715.htm,"Indah Permai Corner BILIK SEWA, BILIK Baru Renovate, Fully Furnished",Others,,100,RM500,Sabah
https://www.mudah.my/alam-damai-duplex-penthouse-likas-damai-kk-qe2-for-rent-106434928.htm,Alam Damai Duplex penthouse | Likas Damai KK | QE2 | For Rent,Condominium,3,2109,"RM4,000",Sabah
https://www.mudah.my/Grace+Garden+Sembulan+Sutera+Harbour+2rooms-105015751.htm,Grace Garden Sembulan/ Sutera Harbour / 2rooms,Condominium,2,950,"RM2,500",Sabah
https://www.mudah.my/Kristal+Condominium+Kepayan+KKIA+Furnished-103042117.htm,Kristal Condominium | Kepayan | KKIA | Furnished,Condominium,3,1521,"RM2,800",Sabah
https://www.mudah.my/Taman+Ganang+Apartment+I+Kepayan+I+KKIA+I+Ground+Floor-106176276.htm,Taman Ganang Apartment I Kepayan I KKIA I Ground Floor,Apartment,3,1120,"RM1,450",Sabah
https://www.mudah.my/Alam+Damai+Condominium+KPJ+Qe2+Damai-105937805.htm,Alam Damai Condominium/ KPJ / Qe2 / Damai,Condominium,3,980,"RM2,300",Sabah
https://www.mudah.my/Hing+Tower+Kobusak+Penampang-105871823.htm,Hing Tower Kobusak / Penampang,Condominium,2,1800,"RM2,800",Sabah
https://www.mudah.my/Putera+Jaya+Apartment+4R2B+Telipok-104940921.htm,Putera Jaya Apartment / 4R2B / Telipok,Apartment,4,1023,RM800,Sabah
https://www.mudah.my/sky-suites-karamunsing-maybank-sutera-avenue-106288122.htm,Sky Suites Karamunsing | Maybank | Sutera avenue,Others,2,780,"RM2,500",Sabah
https://www.mudah.my/Fully+Covered+Warehouse+Kepayan+Penampang+-105762658.htm,Fully Covered Warehouse ( Kepayan / Penampang ),Warehouse / Factory,,5000,"RM6,500",Sabah
https://www.mudah.my/fully-furnished-3-bedroom-apartment-106218911.htm,FULLY FURNISHED 3 Bedroom Apartment,Apartment,3,850,"RM1,500",Sabah
https://www.mudah.my/grace-ville-perfect-seaview-near-town-106434631.htm,Grace Ville-Perfect Seaview-Near town,Apartment,4,2420,"RM2,800",Sabah
https://www.mudah.my/room-for-rent-fully-furnished-female-only-utama-south-condominium-106434543.htm,Room for rent- fully furnished (female only) Utama South Condominium,Condo / Services residence / Penthouse / Townhouse,,1122,RM300,Sabah
https://www.mudah.my/bilik-sewa-housemate-perempuan-106434542.htm,Bilik Sewa Housemate Perempuan,Apartment,1,12,RM450,Sabah
https://www.mudah.my/Alam+Damai+condominium+block+c+Luyang+view+damai+Likas+kk-106127613.htm,Alam Damai condominium | block c | Luyang view | damai | Likas | kk,Condominium,3,1070,"RM2,800",Sabah
https://www.mudah.my/Seri+Borneo+Condominium+Duplex+For+Rent-105294607.htm,Seri Borneo Condominium Duplex For Rent,Condominium,3,1184,"RM2,000",Sabah
https://www.mudah.my/k-avenue-tower-b-dual-keys-for-rent-kepayan-area-106198797.htm,K-Avenue Tower B ( Dual Keys ) For Rent - Kepayan Area,Soho,,725,"RM2,800",Sabah
https://www.mudah.my/Taman+Putera+Perdana+Newly+refurbished-105605731.htm,"Taman Putera Perdana, Newly refurbished",2-storey Terraced House,4,2400,"RM1,900",Sabah
https://www.mudah.my/bukit-bantayan-residence-corner-2r1b-i-inanam-i-kolombong-i-for-rent-106434032.htm,Bukit Bantayan Residence Corner 2R1B I Inanam I Kolombong I For Rent,Service Residence,2,750,"RM1,800",Sabah
https://www.mudah.my/FOR+RENT+Ground+Floor+One+Place+Mall+Putatan-99560993.htm,"FOR RENT | Ground Floor, One Place Mall, Putatan",Retail space,,261,"RM1,000",Sabah
https://www.mudah.my/bilik-sewa-kelombong-kota-kinabalu-sabah-106433873.htm,Bilik Sewa Kelombong Kota Kinabalu Sabah,Shoplot,,150,RM350,Sabah
https://www.mudah.my/FOR+RENT+1st+Floor+One+Place+Mall+Putatan-99560853.htm,"FOR RENT | 1st Floor, One Place Mall, Putatan",Retail space,,439,RM900,Sabah
https://www.mudah.my/taman-bestari-lintas-hilltop-luyang-taman-jindo-106433397.htm,Taman Bestari Lintas Hilltop Luyang Taman Jindo,Terraced House,4,2500,"RM3,500",Sabah
https://www.mudah.my/plaza-shell-partly-furnished-18-020sf-grade-a-kk-best-office-106433394.htm,"Plaza Shell - Partly Furnished |18,020sf | Grade A KK Best Office",Office space,,18020,"RM99,100",Sabah
https://www.mudah.my/teres-house-nearby-kkia-kepayan-106223042.htm,teres house nearby kkia@ kepayan,1-storey Terraced House,2,700,"RM1,100",Sabah
https://www.mudah.my/rumah-kampung-longgab-penampang-106433356.htm,Rumah kampung Longgab Penampang,Others,2,650,"RM1,100",Sabah
https://www.mudah.my/1st+Floor+Segama+Shoplot+facing+sea-102879144.htm,"1st Floor Segama Shoplot , facing sea",Shop lot,,150,RM500,Sabah
https://www.mudah.my/Semi+D+fully+furnished+for+rent+Donggongon+penampang+KK-106093653.htm,Semi D fully furnished for rent Donggongon | penampang | KK,Semi-Detached House,4,2780,"RM4,500",Sabah
https://www.mudah.my/Shoplot+Ground+floor+Block+D+at+Suria+Inanam-103382563.htm,Shoplot Ground floor Block D at Suria Inanam,Shop lot,,1065,"RM3,500",Sabah
https://www.mudah.my/1+Sulaman+ground+floor+corner+lot+near+elevator-99929933.htm,"1 Sulaman, ground floor, corner lot, near elevator",Shop lot,,1355,"RM4,000",Sabah
https://www.mudah.my/Bayshore+Condo+Duplex+Penthouse+Signal+Hill+Likas+Likas+Bay+KK-105649516.htm,Bayshore Condo Duplex Penthouse| Signal Hill Likas- Likas Bay- KK,Condominium,4,2585,"RM4,500",Sabah
https://www.mudah.my/Sinar+Kelanahan+Papar+Sabah-101450904.htm,Sinar Kelanahan Papar Sabah,Terraced House,3,1000,"RM1,000",Sabah
https://www.mudah.my/Kingfisher+Inanam+Condo+Kiansom+Inanam-105198034.htm,"Kingfisher Inanam Condo @ Kiansom, Inanam",Condominium,3,865,"RM1,350",Sabah
https://www.mudah.my/tuaran-jalan-bolong-tuaran-lot-kedua-1-8km-ke-pekan-tuaran-106360708.htm,Tuaran - Jalan Bolong Tuaran (Lot Kedua) - 1.8km Ke Pekan Tuaran,Residential,,0.82,"RM2,800",Sabah
https://www.mudah.my/Maya+Condominium+Likas+Kota+Kinabalu+For+Rent-105485863.htm,"Maya Condominium, Likas Kota Kinabalu For Rent",Condominium,3,1100,"RM2,800",Sabah
https://www.mudah.my/Grand+Light+Industrial+Estate+Penampang+For+Rent-105546609.htm,Grand Light Industrial Estate Penampang For Rent,Shop lot,,1200,"RM3,500",Sabah
https://www.mudah.my/surian-residence-11th-floor-for-rent-fully-furnished-2-carpark-106432824.htm,Surian Residence 11th floor For Rent. Fully Furnished. 2 CarPark.,Condominium,3,1034,"RM1,999",Sabah
https://www.mudah.my/university+prime+condo+tkt+1-105960925.htm,"university prime condo, tkt 1",Condominium,2,700,"RM1,200",Sabah
https://www.mudah.my/Kepayan+cyber+city+ph2+3rd+floor+jln+lintas+kepayan-105919276.htm,"Kepayan, cyber city ph2, 3rd floor jln lintas kepayan",Apartment,3,700,"RM1,300",Sabah
https://www.mudah.my/1-borneo-prince-tower-106432808.htm,1 Borneo Prince Tower,Condominium,4,1900,"RM3,000",Sabah
https://www.mudah.my/Riverson+Soho+Duplex+2R2B+City+Centre+KK-106108563.htm,Riverson Soho Duplex | 2R2B | City Centre | KK,Service Residence,2,1024,"RM4,000",Sabah
https://www.mudah.my/nice-tropicana-landmark-condominium-kk-106432724.htm,Nice Tropicana Landmark Condominium KK,Condominium,3,1411,"RM2,900",Sabah
https://www.mudah.my/Bundusan+Villa+Apartments+Beverly+Hills+Bundusan+Penampang+For+Rent-105426173.htm,Bundusan Villa Apartments | Beverly Hills| Bundusan Penampang For Rent,Apartment,3,920,"RM1,200",Sabah
https://www.mudah.my/alam-damai-duplex-penthouse-i-3r3b-i-block-b-i-luyang-i-kk-for-rent-106432266.htm,Alam Damai Duplex Penthouse I 3R3B I Block B I Luyang I KK  For Rent,Condominium,3,2109,"RM4,000",Sabah
https://www.mudah.my/beverly-hills-1-3rd-floor-apartment-kota-kinabalu-106345991.htm,"Beverly Hills 1 ,3rd Floor Apartment Kota Kinabalu",Apartment,2,660,"RM1,090",Sabah
https://www.mudah.my/taman-suria-apartment-penampang-106375706.htm,Taman Suria Apartment Penampang,Apartment,2,700,RM900,Sabah
https://www.mudah.my/apartment-for-rent-106373777.htm,Apartment for rent,Apartment,3,702,RM600,Sabah
https://www.mudah.my/roadside-frontage-inanam-shoplot-3-storey-106431800.htm,Roadside | Frontage | Inanam  Shoplot | 3 Storey,Shop lot,,3600,"RM6,500",Sabah
https://www.mudah.my/kk-suites-sky-suites-sky-hotel-city-view-sunset-view-imago-kk-106431860.htm,KK Suites | Sky Suites| Sky Hotel | City View | Sunset View | Imago KK,Others,2,638,"RM2,300",Sabah
https://www.mudah.my/putatan-1st-floor-office-for-rent-106431765.htm,Putatan 1st Floor Office For Rent,Office space,,1200,"RM1,800",Sabah
https://www.mudah.my/aeropod-sovo-airport-kepayan-shore-aru-suites-for-rent-106431773.htm,Aeropod Sovo | Airport | Kepayan| Shore | Aru Suites| For Rent,Service Residence,1,338,"RM1,900",Sabah
https://www.mudah.my/KK+City+Peak+Vista+Fully+Furnished+Likas+Condo+Seaview+Likas+Bay+21-104709534.htm,KK City Peak Vista Fully Furnished Likas Condo Seaview Likas Bay 21,Condominium,3,1288,"RM4,200",Sabah
https://www.mudah.my/taman-semarak-megah-fasa-8-106431048.htm,Taman Semarak Megah Fasa 8,2-storey Terraced House,4,1500,"RM1,250",Sabah
https://www.mudah.my/single-room-located-at-taman-townhouse-106431043.htm,Single room located at Taman Townhouse,Sharing a house / Flat,,120,RM500,Sabah
https://www.mudah.my/cybercity-apartment-1-studio-room-106430331.htm,Cybercity Apartment 1 Studio Room,Apartment,1,383,RM850,Sabah
