Link,Name,Property Type,No of Rooms,Property Size (sq. ft),Monthly Rent,Property Address
https://www.mudah.my/Residensi+Huni+Setia+Alam+Klang+Subang+Parade+near+IDCC+AEON+UITM+NKVE-104335623.htm,Residensi Huni Setia Alam Klang Subang Parade near IDCC AEON UITM NKVE,Condominium,3,1000,"RM 1,000",Selangor
https://www.mudah.my/Residensi+Huni+Shah+Alam+Bukit+Raja+near+Glenmarie+I+CITY+Taipan+USJ-104237851.htm,Residensi Huni Shah Alam Bukit Raja near Glenmarie I-CITY Taipan USJ,Condominium,3,1000,"RM 1,000",Selangor
https://www.mudah.my/flat-taman-mawar-1st-floor-unit-for-rent-106357321.htm,Flat Taman Mawar 1st Floor unit for Rent,Flat,3,753,RM 800,Selangor
https://www.mudah.my/queen-bedroom-ridzuan-condominium-bandar-sunway-106327672.htm,"Queen Bedroom @ Ridzuan Condominium, Bandar Sunway",Condo / Services residence / Penthouse / Townhouse,,115,RM 550,Selangor
https://www.mudah.my/master-bedroom-c-w-attached-bathroom-ridzuan-condo-bandar-sunway-106248853.htm,"Master Bedroom c/w Attached Bathroom @ Ridzuan Condo, Bandar Sunway",Condo / Services residence / Penthouse / Townhouse,,204,RM 750,Selangor
https://www.mudah.my/King+Bedroom+w+Attached+Bathroom+Female+Unit+Ridzuan+Condo+Sunway-105976671.htm,"King Bedroom w Attached Bathroom (Female Unit) @ Ridzuan Condo, Sunway",Condo / Services residence / Penthouse / Townhouse,,250,RM 700,Selangor
https://www.mudah.my/Middle+Room+Ridzuan+Condominium+Bandar+Sunway-103642802.htm,"Middle Room @ Ridzuan Condominium, Bandar Sunway",Condo / Services residence / Penthouse / Townhouse,,88,RM 480,Selangor
https://www.mudah.my/nice-house-taman-jenderam-harmoni-dengkil-semi-d-must-see-106444975.htm,"[NICE HOUSE] Taman Jenderam Harmoni,Dengkil!!! SEMI D!! MUST SEE!!!",Semi-Detached House,5,2800,"RM 3,000",Selangor
https://www.mudah.my/unit-tepi-renovated-blok-a5-flat-ampang-saujana-tmn-ampang-saujana-106444976.htm,Unit Tepi Renovated!Blok A5 Flat Ampang Saujana Tmn Ampang Saujana,Flat,3,650,RM 800,Selangor
https://www.mudah.my/hot-area-corner-shop-lot-ttdi-jaya-shah-alam-mainroad-eyescathing-106445032.htm,HOT AREA！CORNER Shop Lot @ TTDI Jaya Shah Alam -MAINROAD & EYESCATHING,Shop lot,,3000,"RM 14,000",Selangor
https://www.mudah.my/setia-city-residence-apartment-fully-furnish-setia-alam-106432330.htm,"Setia City Residence Apartment ,Fully furnish,Setia Alam",Service Residence,1,500,"RM 2,000",Selangor
https://www.mudah.my/semi-d-cluster-semi-furnish-for-rent-setia-alam-shah-alam-106399126.htm,"Semi D Cluster,semi furnish ,for rent,Setia Alam,Shah Alam",Cluster House,4,1800,"RM 1,900",Selangor
https://www.mudah.my/apartmenti-seri-kasturi-basic-unit-for-rent-setia-alam-106432170.htm,"Apartmenti  Seri  Kasturi basic unit, for rent,Setia Alam",Apartment,3,950,"RM 1,100",Selangor
https://www.mudah.my/apartment-for-rent-kenanga-apt-tmn-wawasan-pusat-bandar-puchong-106444947.htm,[Apartment For Rent] Kenanga Apt @ Tmn Wawasan Pusat Bandar Puchong,Apartment,3,887,"RM 1,400",Selangor
https://www.mudah.my/corner-lot-robin-bandar-rimbayu-telok-panglima-garang-for-rent-106445010.htm,"Corner Lot Robin Bandar Rimbayu @Telok Panglima Garang, For Rent",2-storey Terraced House,3,1320,"RM 2,500",Selangor
https://www.mudah.my/laman-sari-selayang-near-chow-kit-pudu-ampang-jaya-central-market-klcc-106445003.htm,Laman Sari selayang near chow kit pudu ampang jaya central market KLCC,Condominium,3,900,RM 900,Selangor
https://www.mudah.my/basic+pangsapuri+carlina-106134137.htm,basic pangsapuri carlina,Apartment,3,820,"RM 1,250",Selangor
https://www.mudah.my/gaya-kota-kemuning-condo-for-rent-with-aircon-kitchen-and-water-heat-106444877.htm,"Gaya kota kemuning condo for rent with aircon, kitchen and water heat",Service Residence,3,893,"RM 1,500",Selangor
https://www.mudah.my/termurah-sewa-low-deposit-kemasukan-segera-ok-106444926.htm,Termurah sewa low deposit kemasukan segera ok,Apartment,3,650,RM 550,Selangor
https://www.mudah.my/+Got+Lift+CEMARA+APARTMENT+Pinggiran+Putra+Equine+Seri+Kembangan-105658294.htm,"[Got Lift] CEMARA APARTMENT, Pinggiran Putra, Equine Seri Kembangan",Apartment,3,850,"RM 1,000",Selangor
https://www.mudah.my/Deposit+Murah+Kita+Impian+Apartment+Brand+New+Cybersouth+Dengkil-105856156.htm,"Deposit Murah - Kita Impian Apartment Brand New @ Cybersouth, Dengkil",Service Residence,3,901,"RM 1,300",Selangor
https://www.mudah.my/Mentari+Court+sharing+single+master+bedroom+for+2024-105869920.htm,Mentari Court - sharing single & master bedroom for 2024,Apartment / Flat,,800,RM 220,Selangor
https://www.mudah.my/corner-facing-pool-vina-residency-bandar-tun-hussein-onn-cheras-106308411.htm,"(CORNER FACING POOL) Vina Residency, Bandar Tun Hussein Onn, Cheras",Condominium,3,1554,"RM 1,700",Selangor
https://www.mudah.my/Cova+Villa+Kota+Damansara+F+FURNISH+3R2B+Segi+University+MRT+Giza-105979297.htm,Cova Villa @ Kota Damansara [F/FURNISH] 3R2B Segi University MRT Giza,Condominium,3,1059,"RM 2,000",Selangor
https://www.mudah.my/Factory+To+Let+Kampung+Subang+Selangor-106081322.htm,"Factory To Let, Kampung Subang, Selangor",Warehouse / Factory,,87120,"RM 67,137",Selangor
https://www.mudah.my/fully+furnished+partly+pelangi+damansara-106076040.htm,fully furnished partly pelangi damansara,Condominium,3,1044,"RM 1,400",Selangor
https://www.mudah.my/basic+partly+jasmine+towel-106160605.htm,"basic ,partly jasmine towel",Condominium,2,1300,"RM 1,800",Selangor
https://www.mudah.my/partly+furnish+double+storey+house+subang+bestari-106183798.htm,partly furnish double storey house  subang bestari,Terraced House,5,1540,"RM 2,100",Selangor
https://www.mudah.my/partly+furnish+palm+spring-106079694.htm,partly furnish palm spring,Condominium,3,960,"RM 1,450",Selangor
https://www.mudah.my/Vista+alam+studio+apartment-60344048.htm,Vista alam studio apartment,Service Residence,1,598,"RM 1,100",Selangor
https://www.mudah.my/intake-may-condo-vista-prima-partially-furnished-puchong-106444701.htm,[INTAKE MAY] Condo Vista Prima Partially Furnished PUCHONG,Condominium,3,975,"RM 1,000",Selangor
https://www.mudah.my/Ground+Floor+Shoplot+Kota+Damansara+close+to+Strand+Mall-105454857.htm,"Ground Floor Shoplot @ Kota Damansara, close to Strand Mall",Shop lot,,1875,"RM 7,000",Selangor
https://www.mudah.my/Partial+Furnished+Endlot+3rd+Floor+Shop+Office+Bandar+Puteri+Puchong-105352648.htm,Partial Furnished Endlot 3rd Floor Shop Office @ Bandar Puteri Puchong,Shop lot,,2800,"RM 2,300",Selangor
https://www.mudah.my/casa-tropika-condominium-puchong-106444690.htm,Casa Tropika Condominium Puchong,Condominium,3,1006,"RM 1,850",Selangor
https://www.mudah.my/partly-furnished-corner-2-sty-myra-alam-puncak-alam-nr-eco-grandeur-106444686.htm,[partly Furnished] Corner 2 Sty Myra Alam Puncak Alam Nr Eco Grandeur,2-storey Terraced House,4,1500,"RM 1,800",Selangor
https://www.mudah.my/2-sty-30x60-eco-grandeur-avenham-puncak-alam-nr-hillpark-coalfields-106444666.htm,2 Sty 30x60 Eco Grandeur Avenham Puncak Alam Nr Hillpark Coalfields,Bungalow House,4,1841,"RM 1,800",Selangor
https://www.mudah.my/Facing+Main+Road+3rd+Floor+Shop+Office+USJ+Taipan-103018324.htm,Facing Main Road 3rd Floor Shop Office @ USJ Taipan,Office space,,1920,"RM 2,800",Selangor
https://www.mudah.my/2nd+Floor+Shop+Office+Bandar+Puteri+Puchong+Puchong-102029708.htm,"2nd Floor Shop Office @ Bandar Puteri Puchong, Puchong",Shop lot,,2000,"RM 3,500",Selangor
https://www.mudah.my/Astetica+Room+Female+or+Mix+Sri+Kembangan+Selangor-105784842.htm,Astetica Room (Female or Mix ) Sri Kembangan Selangor,Condo / Services residence / Penthouse / Townhouse,,100,RM 750,Selangor
https://www.mudah.my/fully-furnished-huni-d-eco-ardence-to-let-ready-move-in-3-room-2-bath-106337604.htm,Fully Furnished Huni D'Eco Ardence To Let Ready Move in 3 Room 2 bath,Service Residence,3,1000,"RM 2,100",Selangor
https://www.mudah.my/3+Storey+Shoplot+Taming+Jaya+Seri+Kembangan+Balakong-105830067.htm,"3 Storey Shoplot @ Taming Jaya, Seri Kembangan Balakong",Shop lot,,7200,"RM 6,600",Selangor
https://www.mudah.my/avenue-crest-shah-alam-seksyen-22-bilik-sewa-baru-condition-106388849.htm,"Avenue Crest , Shah Alam , Seksyen 22 , Bilik Sewa Baru Condition",Condo / Services residence / Penthouse / Townhouse,,400,RM 380,Selangor
https://www.mudah.my/putra-raya-apartment-seri-kembangan-taman-equine-sewa-murah-106344813.htm,"Putra Raya Apartment , Seri Kembangan , Taman Equine ,  Sewa Murah !!!",Apartment,3,802,RM 950,Selangor
https://www.mudah.my/apartment-flat-pangsapuri-baiduri-beranang-tasik-kesuma-semenyih-106409472.htm,Apartment Flat Pangsapuri Baiduri Beranang Tasik Kesuma Semenyih,Apartment,3,700,RM 500,Selangor
https://www.mudah.my/apartment-pangsapuri-simfoni-ecohill-eco-majestic-semenyih-106426092.htm,Apartment Pangsapuri Simfoni Ecohill Eco Majestic Semenyih,Apartment,3,700,RM 700,Selangor
https://www.mudah.my/Apartment+Pangsapuri+D+Kayangan+Ecohill+Semenyih-105505445.htm,Apartment Pangsapuri D Kayangan Ecohill Semenyih,Apartment,3,700,RM 700,Selangor
https://www.mudah.my/ready-unit-residence-idaman-abadi-kajang-2-bangi-semenyih-reko-106271454.htm,(Ready unit) Residence Idaman Abadi Kajang 2 Bangi Semenyih Reko,Condominium,3,1025,"RM 1,000",Selangor
https://www.mudah.my/+Ready+unit+Residence+Idaman+Abadi+Kajang+2+Bangi+Semenyih+Reko-106169448.htm,(Ready unit) Residence Idaman Abadi Kajang 2 Bangi Semenyih Reko,Condominium,3,1025,"RM 1,000",Selangor
https://www.mudah.my/park-51-residency-petaling-jaya-p-furnish-4r2b-bandar-sunway-pyramid-106274509.htm,Park 51 Residency @ Petaling Jaya P/FURNISH 4R2B Bandar Sunway Pyramid,Condominium,4,1254,"RM 1,900",Selangor
https://www.mudah.my/taman-bukit-indah-sungai-buloh-selangor-double-storey-for-rent-106444549.htm,"Taman Bukit Indah Sungai Buloh, Selangor-Double Storey For Rent",Terraced House,4,1650,"RM 1,480",Selangor
https://www.mudah.my/TANAH+UNTUK+DISEWA+Lembah+Subang+Ara+Damansara+Citta+Mall+CORNER+LOT-103854902.htm,TANAH UNTUK DISEWA Lembah Subang Ara Damansara Citta Mall CORNER LOT,Commercial,,87120,"RM 35,000",Selangor
https://www.mudah.my/sewa-cantik-ground-floor-blok-baiduri-pangsapuri-astana-puncak-alam-106391195.htm,Sewa- Cantik Ground Floor Blok Baiduri Pangsapuri Astana Puncak Alam,Apartment,3,720,RM 950,Selangor
https://www.mudah.my/casa-tropika-condominium-puchong-106444645.htm,Casa Tropika Condominium Puchong,Condominium,3,1006,"RM 1,400",Selangor
https://www.mudah.my/casa-subang-usj1-medium-room-106444643.htm,Casa Subang USJ1 Medium Room,Apartment / Flat,,150,RM 480,Selangor
https://www.mudah.my/single-storey-terrace-factory-sari-alamanda-rawang-for-rent-106444635.htm,"Single Storey Terrace Factory, Sari Alamanda, Rawang For Rent",Warehouse / Factory,,1400,"RM 3,800",Selangor
https://www.mudah.my/+Fully+furnished+Single+bedroom+near+KLIA+sepang+nilai-104770104.htm,[Fully furnished Single bedroom] near KLIA 🛩 @sepang @ nilai,Condo / Services residence / Penthouse / Townhouse,,60,RM 600,Selangor
https://www.mudah.my/Fully+furnish+for+rent+come+with+lake+view+and+washing+machine+peti-106166490.htm,Fully furnish for rent come with lake view and washing machine peti,Condominium,3,1000,"RM 1,350",Selangor
https://www.mudah.my/seksyen-section-17-pj-petaling-jaya-damansara-106444525.htm,Seksyen Section 17 PJ petaling Jaya Damansara,2-storey Terraced House,4,2000,"RM 2,500",Selangor
https://www.mudah.my/ampang-saujana-2-storey-n-lot-house-for-rent-ampang-taman-dagang-jaya-106444540.htm,"Ampang Saujana 2 Storey N Lot House For RENT@Ampang,Taman Dagang Jaya",2-storey Terraced House,4,1800,"RM 2,200",Selangor
https://www.mudah.my/casa-tiara-tiaraville-ss15-small-room-106444533.htm,Casa Tiara (Tiaraville) SS15 Small room,Condo / Services residence / Penthouse / Townhouse,,100,RM 550,Selangor
https://www.mudah.my/muslim-semi-mid-may-angsana-apartment-near-ktm-batu-caves-raintree-106444529.htm,MUSLIM semi mid may ANGSANA APARTMENT near KTM Batu Caves Raintree,Apartment,3,850,"RM 1,100",Selangor
https://www.mudah.my/Rimbayu+New+Robin+house+rent+come+with+water+heater+fan+and+light-106005516.htm,Rimbayu New Robin house  rent @ come with water heater  fan and light,Terraced House,3,1100,"RM 1,600",Selangor
https://www.mudah.my/Rumah+Corner+Lot+Puncak+Alam+Berhampiran+UITM+Untuk+Student+Sahaja-105653958.htm,Rumah Corner Lot Puncak Alam Berhampiran UITM Untuk Student Sahaja,2-storey Terraced House,4,3000,"RM 1,200",Selangor
https://www.mudah.my/Robin+rimbayu+new+house+for+rent+come+with+Aircon+x3+and+kitchen+cabi-106011274.htm,Robin @rimbayu new house for rent come with Aircon x3 and kitchen cabi,2-storey Terraced House,3,1170,"RM 1,900",Selangor
https://www.mudah.my/impian-meridian-usj1-queen-room-106444622.htm,Impian meridian USJ1 Queen Room,Condo / Services residence / Penthouse / Townhouse,,150,RM 600,Selangor
https://www.mudah.my/impian-meridian-usj1-small-room-106444594.htm,Impian Meridian USJ1 Small Room,Condo / Services residence / Penthouse / Townhouse,,100,RM 500,Selangor
https://www.mudah.my/sri-cempaka-apartment-pusat-bandar-puchong-106209856.htm,"Sri Cempaka Apartment, Pusat Bandar Puchong",Apartment,3,750,RM 950,Selangor
https://www.mudah.my/plaza-kelana-jaya-f-furnish-3r2b2c-petaling-jaya-paradigm-mall-lrt-106190137.htm,Plaza @ Kelana Jaya [F/FURNISH] 3R2B2C Petaling Jaya Paradigm Mall LRT,Service Residence,3,750,"RM 2,300",Selangor
https://www.mudah.my/aparment-villa-sentoasa-klang-106444522.htm,Aparment Villa Sentoasa Klang,Apartment,3,850,RM 900,Selangor
https://www.mudah.my/bandar-bukit-puchong-ground-floor-shop-22x80-face-main-road-near-lotus-106444464.htm,Bandar Bukit Puchong Ground Floor Shop 22x80 face Main Road near lotus,Shop lot,,1760,"RM 4,580",Selangor
https://www.mudah.my/renovated-2-sty-house-at-bandar-mahkota-cheras-106444455.htm,Renovated 2 sty house at Bandar Mahkota Cheras,2-storey Terraced House,3,1080,"RM 1,400",Selangor
https://www.mudah.my/lakefront-3-bedrooms-wifi-fully-furnished-106444453.htm,Lakefront 3 Bedrooms[WiFi] Fully Furnished,Condominium,3,950,"RM 2,050",Selangor
https://www.mudah.my/FEMALE+MALE+Room+F+FURNISHED+Sqwhere+Condo+Near+MRT+Sungai+Buloh-104019446.htm,FEMALE/ MALE Room [ F/FURNISHED ] Sqwhere Condo Near MRT Sungai Buloh,Condo / Services residence / Penthouse / Townhouse,,300,RM 700,Selangor
https://www.mudah.my/+pf+3rd+Flor+Pangsapuri+Cheras+Perdana+Ria+Mrt+Bandar+Tun+Hussien+Onn-105814635.htm,[pf +3rd Flor Pangsapuri Cheras Perdana Ria Mrt Bandar Tun Hussien Onn,Apartment,2,936,"RM 1,000",Selangor
https://www.mudah.my/La+Thea+Residence+16+sierra+3+room+near+MRT+Fully+furnish+Puchong-106078338.htm,"La Thea Residence, 16 sierra, 3 room, near MRT, Fully furnish, Puchong",Condominium,3,970,"RM 2,100",Selangor
https://www.mudah.my/+PartiallyFurnished+Block+C+Palm+Garden+Apartment+Bandar+Baru+Klang-105414625.htm,(PartiallyFurnished)(Block C) Palm Garden Apartment Bandar Baru Klang,Apartment,3,1044,"RM 1,700",Selangor
https://www.mudah.my/Single+Room+at+Kota+Damansara+Near+MRT+and+SEGI+University-106140265.htm,Single Room at Kota Damansara Near MRT and SEGI University,Condo / Services residence / Penthouse / Townhouse,,1200,RM 650,Selangor
https://www.mudah.my/Kelana+Parkview+F+FURNISHED+PJ+Kelana+Jaya+Unitar+Lincoln+University-105206321.htm,Kelana Parkview [F/FURNISHED] PJ Kelana Jaya Unitar/Lincoln University,Condominium,2,900,"RM 1,800",Selangor
https://www.mudah.my/D+aman+Crimson+F+FURNISHED+PJ+Ara+Damansara+Evolve+Citta+Near+LRT-105946162.htm,D'aman Crimson [ F/FURNISHED ] PJ Ara Damansara Evolve Citta Near LRT,Condominium,3,850,"RM 2,000",Selangor
https://www.mudah.my/villa-tropika-apartment-106444461.htm,Villa Tropika Apartment,Apartment,3,900,"RM 1,300",Selangor
https://www.mudah.my/new-tangerine-suites-sunsuria-city-kota-warisan-106316210.htm,"[NEW]Tangerine Suites, Sunsuria City, Kota Warisan",Service Residence,2,635,"RM 1,300",Selangor
https://www.mudah.my/new-the-olive-sunsuria-city-kota-warisan-106225623.htm,"[NEW]The Olive, Sunsuria City, Kota Warisan",Condominium,3,818,"RM 1,500",Selangor
https://www.mudah.my/Residensi+Huni+Bukit+Jelutong+USJ+near+Tropicana+Paradigm+Citta+Mall-104345701.htm,Residensi Huni Bukit Jelutong USJ near Tropicana Paradigm Citta Mall,Condominium,3,1000,"RM 1,000",Selangor
https://www.mudah.my/residensi-huni-setia-alam-kapar-bandar-botanic-near-idcc-i-city-taipan-106192427.htm,Residensi Huni Setia Alam Kapar Bandar Botanic near IDCC I-City Taipan,Condominium,3,1000,"RM 1,000",Selangor
https://www.mudah.my/bandar-puteri-puchong-hot-row-extra-big-shop-office-withpartition-room-106444390.htm,Bandar Puteri Puchong Hot Row Extra Big Shop Office WithPartition Room,Office space,,2800,"RM 2,300",Selangor
https://www.mudah.my/kenwingston-1bedrooms-fully-furnished-106444270.htm,Kenwingston 1Bedrooms [Fully Furnished],Service Residence,1,450,"RM 1,200",Selangor
https://www.mudah.my/+RUMAH+BARU+BESAR+20X75+2STY+Taman+Semarang+Intan+15Min+to+KLIA-105659126.htm,[RUMAH BARU & BESAR 20X75] 2STY Taman Semarang Intan @ 15Min to KLIA,Terraced House,4,1900,"RM 1,300",Selangor
https://www.mudah.my/trader-square-cheras-selatan-3sty-shop-face-main-road-nr-balakong-aeon-106444341.htm,Trader Square Cheras Selatan 3sty Shop Face Main Road Nr Balakong Aeon,Shop lot,,4945,"RM 10,000",Selangor
https://www.mudah.my/taman-bukit-teratai-ampang-pandan-indah-for-rent-106444308.htm,"Taman Bukit Teratai ,Ampang ,Pandan Indah For Rent",Shop lot,,1680,"RM 3,000",Selangor
https://www.mudah.my/Putra+Prima+Puchong+Double+storey+terrace+house-105349649.htm,Putra Prima Puchong Double storey terrace house,2-storey Terraced House,4,1400,"RM 1,500",Selangor
https://www.mudah.my/The+Zest+Kinrara+9+Bandar+Kinrara+BASIC+Bukit+Jalil+MRT+Pavilion-106177322.htm,The Zest @ Kinrara 9 Bandar Kinrara [BASIC] Bukit Jalil MRT Pavilion,Condominium,3,1191,"RM 1,400",Selangor
https://www.mudah.my/+STUDENT+WELCOME+Tmn+Desa+Sentosa+Teras+Jernang+Bangi+KPTM+UNIKL-106022328.htm,[STUDENT WELCOME!] Tmn Desa Sentosa Teras Jernang @ Bangi KPTM UNIKL,1-storey Terraced House,3,1300,"RM 1,600",Selangor
https://www.mudah.my/+20x80+FULLY+RENO+2Sty+Taman+Harmoni+5Min+to+Rafflesia+Int+Sch-106022327.htm,[20x80 + FULLY RENO] 2Sty Taman Harmoni @ 5Min to Rafflesia Int. Sch,2-storey Terraced House,4,1600,"RM 1,500",Selangor
https://www.mudah.my/+FACING+OPEN+End+Lot+Taman+Tasik+Kesuma+1Min+to+SK+SMK+Tasik+Kesuma-105492760.htm,[FACING OPEN] End Lot Taman Tasik Kesuma 1Min to SK SMK Tasik Kesuma,Terraced House,4,1400,"RM 1,200",Selangor
https://www.mudah.my/Kenanga+Apartment+Puchong+South+3rd+Floor-105900407.htm,Kenanga Apartment Puchong South-3rd Floor,Apartment,3,799,RM 700,Selangor
https://www.mudah.my/bilik-sewa-wanita-untuk-disewa-seksyen-7-shah-alam-106258562.htm,"Bilik Sewa Wanita Untuk Disewa, Seksyen 7, Shah Alam.",2-storey Terraced House,5,2600,RM 300,Selangor
https://www.mudah.my/Warehouse+Kawasan+Perusahaan+Olak+Lempit+2+Automated+Storage+Syestem-105912525.htm,Warehouse Kawasan Perusahaan Olak Lempit 2 Automated Storage Syestem,Warehouse / Factory,,54804,"RM 137,000",Selangor
https://www.mudah.my/Ada+Kitchen+Cabinet+Double+Storey+Alam+Suria+Bandar+Puncak+Alam-105492200.htm,Ada Kitchen Cabinet | Double Storey Alam Suria Bandar Puncak Alam,2-storey Terraced House,4,1500,"RM 1,390",Selangor
https://www.mudah.my/fully-furnished-maple-residence-service-apartment-klang-106300943.htm,[💥FULLY FURNISHED💥] Maple Residence Service Apartment Klang,Service Residence,2,863,"RM 1,800",Selangor
https://www.mudah.my/+REFURBISHED+Pangsapuri+Perdana+Apartment+Seksyen+13+Shah+Alam-105352985.htm,[💥REFURBISHED💥] Pangsapuri Perdana Apartment Seksyen 13 Shah Alam,Apartment,3,850,"RM 1,500",Selangor
https://www.mudah.my/desa-mentari-apartment-blok-10-106375626.htm,Desa Mentari Apartment Blok 10,Apartment,3,650,RM 800,Selangor
https://www.mudah.my/Ampang+prima+condo+bandar+baru+ampang+ampang+Selangor-105744263.htm,"Ampang prima condo, bandar baru ampang, ampang Selangor",Condominium,3,1200,"RM 1,700",Selangor
https://www.mudah.my/akasia-puchong-fully-furnished-lift-apartment-for-rent-106443997.htm,"**AKASIA, Puchong Fully Furnished Lift Apartment for Rent**",Apartment,3,850,"RM 1,200",Selangor
https://www.mudah.my/mutiara-ville-3-bedrooms-partially-furnished-106443996.htm,Mutiara Ville 3 Bedrooms [Partially Furnished],Condominium,3,975,"RM 1,400",Selangor
https://www.mudah.my/Sejati+Lakeside+Cyberjaya+22x70+Brand+New+Fully+Furnish+End+lot-106169427.htm,"Sejati Lakeside, Cyberjaya, 22x70, Brand New, Fully Furnish, End lot",2-storey Terraced House,4,2500,"RM 4,800",Selangor
https://www.mudah.my/Office+lot+at+Puchong+Jaya+Jln+Merbah+Next+to+IOI+Mall+1st+floor-106169333.htm,"Office lot at Puchong Jaya, Jln Merbah, Next to IOI Mall, 1st floor",Office space,,1875,"RM 2,300",Selangor
https://www.mudah.my/nice-unit-fully-furnished-walking-distance-to-mrt-damansara-damai-106287867.htm,"Nice Unit, Fully Furnished, Walking Distance To Mrt Damansara Damai",Condominium,3,1012,"RM 1,800",Selangor
https://www.mudah.my/Partial+Furnish+Shoplot+Office+Bukit+Puchong+Meranti+Jaya-106099852.htm,"Partial Furnish , Shoplot / Office @ Bukit Puchong , Meranti Jaya",Shop lot,,1760,"RM 2,800",Selangor
https://www.mudah.my/bilik-sewa-sg-kandis-seri-proton-level-2-ada-lift-106443962.htm,"Bilik Sewa Sg Kandis (Seri Proton) level 2, ada lift",Apartment / Flat,,250,RM 350,Selangor
https://www.mudah.my/telok-gong-telok-panglima-klang-factory-for-rent-106256029.htm,Telok Gong/Telok Panglima/Klang Factory for Rent,Warehouse / Factory,,51000,"RM 87,000",Selangor
https://www.mudah.my/lotus-apartments-puchong-prima-106444071.htm,Lotus apartments Puchong Prima,Apartment,3,850,RM 800,Selangor
https://www.mudah.my/unit-to-rent-eco-majestic-cradleton-106444060.htm,Unit to Rent Eco Majestic @ Cradleton,2-storey Terraced House,4,2014,"RM 1,600",Selangor
