Link,Name,Property Type,No of Rooms,Property Size (sq. ft),Monthly Rent,Property Address
https://www.mudah.my/incl-wifi-utility-bilik-single-sewa-utk-lelaki-muslim-shj-106188883.htm,[INCL WIFI+UTILITY] Bilik Single sewa utk lelaki Muslim shj,Shoplot,,250,RM 400,Terengganu
https://www.mudah.my/bilik-sewa-chukai-kemaman-binjai-106188825.htm,Bilik sewa chukai/kemaman/binjai,Houses,,121,RM 250,Terengganu
https://www.mudah.my/rumah-sewa-di-tok-jembal-gong-badak-terengganu-106186272.htm,"Rumah Sewa di Tok Jembal, Gong badak, Terengganu.",2-storey Terraced House,4,1200,"RM 2,100",Terengganu
https://www.mudah.my/Rumah+teres+1+tingkat+Taman+Melor+Kg+Gong+Pauh+Cukai+Kemaman+-106182539.htm,"Rumah teres 1 tingkat. Taman Melor, Kg Gong Pauh, Cukai Kemaman.",1-storey Terraced House,3,1800,RM 890,Terengganu
https://www.mudah.my/Rumah+Teres+Corner+Lot-106177668.htm,Rumah Teres Corner Lot,Terraced House,3,2863,"RM 1,500",Terengganu
https://www.mudah.my/Rumah+Sewa+Kg+Alor+Lintang+Besut-106176213.htm,"Rumah Sewa Kg Alor Lintang, Besut",Bungalow House,1,1000,RM 400,Terengganu
https://www.mudah.my/CHUKAI+TERENGGANU+Triple+storey+Intermediate+Shophouse-106165395.htm,"CHUKAI, TERENGGANU - Triple storey Intermediate Shophouse",Shop lot,,1550,"RM 1,000,000",Terengganu
https://www.mudah.my/Kedai+untuk+disewa+20x30sf-106163025.htm,Kedai untuk disewa 20x30sf,Shop lot,,600,RM 500,Terengganu
https://www.mudah.my/20ft+x+40ft+Rumah+Kedai+-106160218.htm,20ft x 40ft Rumah Kedai ,Shop lot,,800,"RM 2,500",Terengganu
https://www.mudah.my/Pangsapuri+Ladang+Tok+Pelam-106160092.htm,Pangsapuri Ladang Tok Pelam,Apartment,3,840,"RM 1,800",Terengganu
https://www.mudah.my/Office+lot+Jalan+Sultan+Sulaiman+tingkat+1+atas+kedai+Eco+RM2+-104338975.htm,Office lot Jalan Sultan Sulaiman tingkat 1 (atas kedai Eco RM2),Office space,,1400,"RM 1,500",Terengganu
https://www.mudah.my/Shoplot+Icon+Residence+tingkat+1+corner+lot+-103644217.htm,Shoplot Icon Residence tingkat 1 (corner lot),Shop lot,,1387,"RM 2,300",Terengganu
https://www.mudah.my/Kuala+Berang-106154331.htm,Kuala Berang,Bungalow House,3,1200,RM 700,Terengganu
https://www.mudah.my/Rumah+untuk+disewa+sebelah+UNISZA-106152865.htm,Rumah untuk disewa sebelah UNISZA,Semi-Detached House,3,2421,"RM 1,500",Terengganu
https://www.mudah.my/Rumah+Banglo+1+Tingkat+Untuk+Disewa-106152789.htm,Rumah Banglo 1 Tingkat Untuk Disewa,Bungalow House,4,1500,"RM 1,200",Terengganu
https://www.mudah.my/Kedai+Makan+Baru+Siap+Untuk+Disewa+Area+Kuala+Terengganu-106152750.htm,Kedai Makan Baru Siap Untuk Disewa Area Kuala Terengganu,Retail space,,700,"RM 1,500",Terengganu
https://www.mudah.my/Bungalow+house+at+Kuala+Nerus+Kuala+Terengganu-106152185.htm,"Bungalow house at Kuala Nerus, Kuala Terengganu",Bungalow House,4,2000,"RM 2,000",Terengganu
https://www.mudah.my/Rumah+sewa+area+bandar+cukai+kemaman-106149145.htm,Rumah sewa area bandar cukai kemaman,Bungalow House,3,1200,"RM 1,400",Terengganu
https://www.mudah.my/Rumah+untuk+disewa+di+Kg+Pelandang-106145114.htm,Rumah untuk disewa di Kg Pelandang,Semi-Detached House,3,1450,RM 900,Terengganu
https://www.mudah.my/Rumah+1+bilik+untuk+disewa-106144907.htm,Rumah 1 bilik untuk disewa,Semi-Detached House,1,2400,RM 580,Terengganu
https://www.mudah.my/Rumah+Semi+D+Untuk+Di+Sewa-106142006.htm,Rumah Semi D Untuk Di Sewa,Semi-Detached House,3,3200,"RM 1,500",Terengganu
https://www.mudah.my/Semi+D+Taman+Bukit+Kuang+Sejahtera+Kemaman-106139900.htm,"Semi-D Taman Bukit Kuang Sejahtera, Kemaman",Semi-Detached House,4,1400,"RM 2,000",Terengganu
https://www.mudah.my/Rumah+Sewa+Kuala+Terengganu-106136163.htm,Rumah Sewa Kuala Terengganu,1-storey Terraced House,3,1500,"RM 1,800",Terengganu
https://www.mudah.my/Flat+Bukit+Kecil+Untuk+Disewa-106135387.htm,Flat Bukit Kecil Untuk Disewa,Flat,2,700,"RM 1,100",Terengganu
https://www.mudah.my/Rumah+Sewa+Depan+ILP+Gong+Badak-106135482.htm,Rumah Sewa Depan ILP Gong Badak,2-storey Terraced House,4,1500,"RM 2,800",Terengganu
https://www.mudah.my/Bilik+Sewa+Lelaki+Kuala+Terengganu+berdekatan+Losong+Mydin+Giant-106130222.htm,"Bilik Sewa Lelaki Kuala Terengganu berdekatan Losong, Mydin & Giant",Houses,,64,RM 300,Terengganu
https://www.mudah.my/Rumah+Untuk+DISEWA+Kuala+Terengganu+AREA+PAYA+RESAK+-106128383.htm,Rumah Untuk DISEWA Kuala Terengganu (AREA PAYA RESAK),Bungalow House,3,1789,"RM 1,200",Terengganu
https://www.mudah.my/Rumah+Besar+8+bilik+7+tandas+di+Paka+untuk+Disewakan-106127482.htm,Rumah Besar 8 bilik 7 tandas di Paka untuk Disewakan,Semi-Detached House,8,3000,"RM 3,000",Terengganu
https://www.mudah.my/Bungalow+2+1+2+tingkat+Dekat+SPRM+Kg+Wakaf+Beruas+Kuala+Terengganu-106125457.htm,Bungalow 2 1/2 tingkat Dekat SPRM Kg Wakaf Beruas Kuala Terengganu,Bungalow House,4,3000,"RM 1,850",Terengganu
https://www.mudah.my/Bilik+sewa+kg+alur+lintang-105308871.htm,Bilik sewa kg. alur lintang,Houses,,150,RM 300,Terengganu
https://www.mudah.my/SEMI+D+LAMAN+LUAS+dalam+Pekan+Bukit+Payung+-106116632.htm,SEMI-D LAMAN LUAS + dalam Pekan Bukit Payung 🔥,Semi-Detached House,3,1400,RM 800,Terengganu
