Link,Name,Property Type,No of Rooms,Property Size (sq. ft),Monthly Rent,Property Address
https://www.mudah.my/080424+2+Bilik+Kuala+Lumpur+free+Wifi+Berjln+kaki+LRT-104554485.htm,080424-2-Bilik Kuala Lumpur free Wifi & Berjln kaki LRT,Apartment / Flat,,600,RM 230,Kuala Lumpur
https://www.mudah.my/medium-room-to-let-near-mrt-station-106230565.htm,Medium room to let near MRT station,Condo / Services residence / Penthouse / Townhouse,,200,RM 600,Kuala Lumpur
https://www.mudah.my/+FULLY+FURNISHED+Vista+Sentul+Residence+2km+to+LRT+Sentul+Timur-105913019.htm,[FULLY FURNISHED] Vista Sentul Residence | 2km to LRT Sentul Timur,Service Residence,2,689,"RM 1,700",Kuala Lumpur
https://www.mudah.my/furnished-corporate-office-bangsar-kuala-lumpur-106443719.htm,FuRnished CorPorate OffiCe BangSar KuaLa LumPur,Office space,,3000,"RM 16,000",Kuala Lumpur
https://www.mudah.my/residensi-metro-kepong-rmk-3r2b-106443716.htm,Residensi Metro Kepong RMK 3R2B,Apartment,3,802,"RM 1,050",Kuala Lumpur
https://www.mudah.my/puchong-hartamas-double-storey-terrace-house-106443715.htm,Puchong Hartamas Double Storey Terrace House,2-storey Terraced House,4,1570,"RM 2,000",Kuala Lumpur
https://www.mudah.my/CHEAP+FULLY+FURNISHED+2+BEDROOM+IN+CITY+CENTRE+D+Villa+Ampang+KLCC-100097940.htm,CHEAP & FULLY FURNISHED 2 BEDROOM IN CITY CENTRE D-Villa Ampang KLCC,Service Residence,2,1200,"RM 2,300",Kuala Lumpur
https://www.mudah.my/bilik-untuk-disewa-kepong-106443703.htm,bilik untuk disewa kepong ,Apartment,3,680,RM 280,Kuala Lumpur
https://www.mudah.my/27+COMFORT+CHILL+NETFLIX+MUST+VIEW+w+FREE+WI+FI+7+Mins+to+LRT+MRT-104078806.htm,27 COMFORT CHILL&NETFLIX!!MUST VIEW w/ FREE WI-FI | 7 Mins to LRT/MRT,Condo / Services residence / Penthouse / Townhouse,,250,RM 475,Kuala Lumpur
https://www.mudah.my/24+COMFORT+CONVENIENCE+MUST+VIEW+w+FREE+WI+FI+7+Mins+to+LRT+MRT-103673044.htm,24 COMFORT & CONVENIENCE!!MUST VIEW w/ FREE WI-FI | 7 Mins to LRT/MRT,Condo / Services residence / Penthouse / Townhouse,,250,RM 450,Kuala Lumpur
https://www.mudah.my/Mercu+Jalil+Bukit+Jalil+Brand+new+1000sf+3+room+2+bath+Furnish-105888700.htm,"Mercu Jalil, Bukit Jalil, Brand new, 1000sf, 3 room 2 bath, Furnish",Apartment,3,1000,"RM 1,700",Kuala Lumpur
https://www.mudah.my/+Below+Market+Vista+Sentul+Fully+Furnished+Unit+For+Rent+2r2b+-104981931.htm,{Below Market}Vista Sentul Fully Furnished Unit For Rent!!(2r2b),Service Residence,2,746,"RM 1,650",Kuala Lumpur
https://www.mudah.my/The+Troika+KLCC+close+to+Jalan+Binjai+Ampang+Hilir-105490354.htm,"The Troika, KLCC, close to Jalan Binjai, Ampang Hilir",Condominium,3,2300,"RM 7,000",Kuala Lumpur
https://www.mudah.my/united-point-tower-a-lower-floor-fully-furnish-available-now-kepong-106253008.htm,"United Point Tower A, Lower Floor Fully Furnish, available Now,Kepong",Service Residence,3,958,"RM 2,200",Kuala Lumpur
https://www.mudah.my/pv-20-setapak-semi-furnish-2-parking-bigger-size1600sf-nr-kl-city-106252754.htm,"PV 20, Setapak ,Semi Furnish, 2 parking, Bigger Size1600sf, nr KL City",Condominium,4,1600,"RM 2,000",Kuala Lumpur
https://www.mudah.my/sentul-point-block-a-fully-furnished-2r2b-unit-centura-maxim-106216582.htm,"Sentul Point Block A Fully Furnished 2R2B Unit , Centura, Maxim,",Service Residence,2,743,"RM 1,750",Kuala Lumpur
https://www.mudah.my/2-bedrooms-unit-fully-furnished-sky-suites-klcc-ready-to-move-in-106443606.htm,"2 Bedrooms Unit, fully furnished, Sky Suites, KLCC, Ready to move in",Service Residence,2,710,"RM 3,200",Kuala Lumpur
https://www.mudah.my/parc-3-at-pudu-ulu-near-velocity-mall-aeon-mall-mrt-lrt-106443301.htm,"Parc 3 At Pudu Ulu Near Velocity Mall, AEON Mall, MRT, LRT",Service Residence,2,668,"RM 2,200",Kuala Lumpur
https://www.mudah.my/m-vertica-cheras-near-mrt-lrt-maluri-aeon-velocity-ready-move-in-106443299.htm,M Vertica Cheras Near MRT LRT Maluri Aeon Velocity Ready Move In,Condominium,3,850,"RM 2,699",Kuala Lumpur
https://www.mudah.my/disewakan-bilik-medium-untuk-perempuan-muslim-abadi-indah-106443511.htm,Disewakan Bilik Medium untuk Perempuan Muslim @Abadi Indah,Apartment / Flat,,10,RM 480,Kuala Lumpur
https://www.mudah.my/bilik-sewa-di-vue-residences-suites-berhadapan-hkl-fully-furnished-106443501.htm,BILIK SEWA di VUE Residences Suites Berhadapan HKL *FULLY FURNISHED*,Condo / Services residence / Penthouse / Townhouse,,726,RM 350,Kuala Lumpur
https://www.mudah.my/condominium-near-to-klcc-and-duke-highway-106443494.htm,Condominium Near To KLCC and DUKE Highway,Service Residence,3,928,"RM 1,200",Kuala Lumpur
https://www.mudah.my/the-westside-one-desa-parkcity-your-dream-home-nice-unit-106443460.htm,"The Westside One, Desa ParkCity, Your Dream Home. Nice Unit.",Condominium,4,2066,"RM 6,000",Kuala Lumpur
https://www.mudah.my/klts-setapak-fully-furnished-good-condition-2-car-park-106443288.htm,"KLTS @ Setapak , Fully Furnished  , Good Condition , 2 Car Park",Service Residence,3,842,"RM 2,000",Kuala Lumpur
https://www.mudah.my/arte-plus-tower-3-106443286.htm,Arte Plus - Tower 3,Service Residence,2,800,"RM 1,900",Kuala Lumpur
https://www.mudah.my/fully-furnished-reno-razak-city-residences-sungai-besi-cheras-kl-106443158.htm,[💥Fully Furnished & Reno] Razak City Residences Sungai besi Cheras KL,Service Residence,3,1104,"RM 2,300",Kuala Lumpur
https://www.mudah.my/trinity-aquata-sungai-besi-f-furnish-3r2b2cp-mrt-tbs-kuchai-lama-106443128.htm,Trinity Aquata @ Sungai Besi [F/FURNISH] 3R2B2CP MRT TBS Kuchai Lama,Condominium,3,847,"RM 1,800",Kuala Lumpur
https://www.mudah.my/luxury-condo-infiniti3-partly-furnished-1518sf-7-mins-walk-lrt-station-106443121.htm,"Luxury Condo Infiniti3,partly Furnished,1518sf,7 Mins Walk Lrt Station",Condominium,3,1518,"RM 2,800",Kuala Lumpur
https://www.mudah.my/luxury-condo-infiniti3-partly-furnish-1518sf-7-mins-walk-lrt-station-106443109.htm,"Luxury Condo Infiniti3,partly Furnish,1518sf,7 Mins Walk Lrt Station",Condominium,3,1518,"RM 2,800",Kuala Lumpur
https://www.mudah.my/new-ground-floor-kepong-metropolitan-kepong-gi-shop-106443375.htm,(New Ground floor) Kepong Metropolitan @ Kepong Gi Shop,Shop lot,,1540,"RM 10,000",Kuala Lumpur
https://www.mudah.my/bilik-sewa-kl-wangsa-maju-lelaki-106443338.htm,bilik sewa kl wangsa maju lelaki,Apartment / Flat,,20,RM 450,Kuala Lumpur
https://www.mudah.my/PV+9+setapak+Female+master+bedroom+Full+Furnish+utilities+and+wifi-105910415.htm,"PV 9 setapak Female master bedroom. Full Furnish,  utilities and wifi",Condo / Services residence / Penthouse / Townhouse,,300,"RM 1,000",Kuala Lumpur
https://www.mudah.my/bukit-jalil-near-lrt-fully-furnished-unit-for-rent-106443229.htm,Bukit Jalil Near Lrt Fully Furnished Unit For Rent,Apartment,3,1152,"RM 2,600",Kuala Lumpur
https://www.mudah.my/Menara+Hap+Seng+3+Mercedes+Jalan+P+Ramlee+KLCC+Grade+A+Office-105337147.htm,Menara Hap Seng 3 Mercedes Jalan P.Ramlee KLCC Grade A Office,Office space,,5094,"RM 38,205",Kuala Lumpur
https://www.mudah.my/KL+Trillion+Office+Tower+Ampang+Park+LRT+MRT+Tun+Razak+KLCC+Intermark-101050695.htm,KL Trillion Office Tower Ampang Park LRT MRT Tun Razak KLCC Intermark,Office space,,2583,"RM 12,000",Kuala Lumpur
https://www.mudah.my/31+COMFORT+CONVENIENCE+MUST+VIEW+w+FREE+WI+FI+7+Mins+to+LRT+MRT-104349344.htm,31 COMFORT & CONVENIENCE!!MUST VIEW w/ FREE WI-FI | 7 Mins to LRT/MRT,Condo / Services residence / Penthouse / Townhouse,,250,RM 475,Kuala Lumpur
https://www.mudah.my/36+ZenDen+ACCOMMODATIONS+MUST+VIEW+w+FREE+WI+FI+7+Mins+to+LRT+MRT-104793730.htm,36 ZenDen ACCOMMODATIONS!!MUST VIEW w/ FREE WI-FI | 7 Mins to LRT/MRT,Condo / Services residence / Penthouse / Townhouse,,250,RM 425,Kuala Lumpur
