Link,Name,Property Type,No of Rooms,Property Size (sq. ft),Monthly Rent,Property Address
https://www.mudah.my/double-storey-shoplot-kulim-unfurnished-new-painting-ready-move-in-106441275.htm,Double Storey Shoplot [KULIM] Unfurnished New Painting Ready Move In !,Shop lot,,2600,"RM2,200",Kedah
https://www.mudah.my/bilik-single-perempuan-di-taman-utama-alor-setar-106441231.htm,"Bilik Single Perempuan di Taman Utama, Alor Setar",Houses,,150,RM550,Kedah
https://www.mudah.my/tandop-flat-with-privacy-106441090.htm,Tandop Flat with Privacy,Flat,2,750,RM700,Kedah
https://www.mudah.my/taman-ria-single-storey-terrace-for-rent-106440847.htm,Taman Ria Single Storey Terrace For RENT,1-storey Terraced House,3,1200,RM800,Kedah
https://www.mudah.my/Rumah+Sewa+Taman+Tunku+Sarina+Bandar+Darulaman+Jitra+Kedah-105952376.htm,"Rumah Sewa Taman Tunku Sarina, Bandar Darulaman, Jitra Kedah",2-storey Terraced House,4,1584,"RM1,000",Kedah
https://www.mudah.my/kulim-lembah-impiana-facing-main-road-ground-floor-shoplot-near-minat-106440153.htm,Kulim Lembah Impiana Facing Main Road Ground Floor Shoplot near Minat,Shop lot,,1400,"RM2,300",Kedah
https://www.mudah.my/bukit-banyan-salvia-for-rent-sungai-petani-106440024.htm,Bukit Banyan Salvia @ For Rent | Sungai Petani,2-storey Terraced House,4,1800,"RM1,600",Kedah
https://www.mudah.my/taman-ria-single-storey-terrace-for-rent-sungai-petani-106439775.htm,Taman Ria @ Single Storey Terrace For Rent | Sungai Petani,Terraced House,3,1200,RM800,Kedah
https://www.mudah.my/bilik-sewa-106439776.htm,Bilik sewa,Terraced House,3,1200,RM200,Kedah
https://www.mudah.my/rumah-teres-2-tingkat-taman-teja-changloon-106439453.htm,Rumah teres 2 tingkat Taman teja changloon,2-storey Terraced House,4,1600,"RM1,000",Kedah
https://www.mudah.my/house-for-rent-106439236.htm,House for rent ,Terraced House,3,1400,"RM1,400",Kedah
https://www.mudah.my/facing-road-padang-temusu-2-unit-combining-ground-floor-for-rent-106438917.htm,Facing Road Padang Temusu 2 Unit Combining Ground Floor For Rent,Shop lot,,2600,"RM3,500",Kedah
https://www.mudah.my/semi-d-berdekatan-hospital-sg-petani-106238470.htm,Semi-D berdekatan Hospital Sg Petani,Semi-Detached House,3,2800,RM800,Kedah
https://www.mudah.my/taman-bukit-kulim-kulim-double-storey-terrace-house-for-rent-106339002.htm,"Taman Bukit Kulim,Kulim Double Storey Terrace House For Rent!!!",2-storey Terraced House,4,1400,"RM2,400",Kedah
https://www.mudah.my/First+Floor+Shoplot+Aman+Square+Opposite+SJKC+Min+Terk+For+Rent-104870708.htm,First Floor Shoplot @ Aman Square (Opposite SJKC Min Terk) For Rent,Shop lot,,1400,RM800,Kedah
https://www.mudah.my/Taman+Sejati+Indah+2+Storey+Shop+Lot+Ground+Floor+For+Rent-105668476.htm,Taman Sejati Indah 2 Storey Shop Lot - Ground Floor For Rent,Shop lot,,1400,"RM2,300",Kedah
https://www.mudah.my/3+Acre+Warehouse+Factory+OC+CCC+1200Amp+Office+Sg+Petani+Kedah-105672231.htm,"3 Acre Warehouse/Factory, OC/CCC, 1200Amp, Office, Sg Petani, Kedah",Warehouse / Factory,,134164,"RM79,000",Kedah
https://www.mudah.my/+FACING+ROAD+Bandar+Amanjaya+3+Storey+Corner+Shop+Lot-104760518.htm,[FACING ROAD] Bandar Amanjaya 3 Storey Corner Shop Lot,Shop lot,,2080,"RM8,000",Kedah
https://www.mudah.my/Taman+Sejati+Indah+2+Storey+Terrace+For+Rent+Sungai+Petani+OPEN+FACING-105387577.htm,Taman Sejati Indah 2 Storey Terrace For Rent Sungai Petani OPEN FACING,2-storey Terraced House,3,1500,RM900,Kedah
https://www.mudah.my/taman-tiram-paya-besar-kulim-house-for-rent-welcome-company-106436972.htm,Taman Tiram Paya Besar Kulim House FOR RENT ( Welcome Company),Semi-Detached House,4,1400,"RM1,800",Kedah
https://www.mudah.my/3-adjoining-ground-floor-for-rent-taman-sri-wang-106436527.htm,3 adjoining Ground Floor - For Rent - Taman Sri Wang,Shop lot,,4800,"RM4,800",Kedah
https://www.mudah.my/aircond-rumah-baru-murah-selamat-taman-seri-gedong-106417218.htm,"[AIRCOND & RUMAH BARU, MURAH SELAMAT] Taman Seri Gedong",1-storey Terraced House,3,1000,RM800,Kedah
https://www.mudah.my/kulim-square-lunas-kulim-hitech-rent-fully-furnished-106436262.htm,Kulim square @ Lunas|Kulim|hitech|RENT|fully furnished,Semi-Detached House,3,1400,"RM1,600",Kedah
https://www.mudah.my/room-and-house-for-rental-106436476.htm,room and house for rental.,Houses,,200,RM700,Kedah
https://www.mudah.my/1st-floor-taman-patani-jaya-for-rent-106436367.htm,1st Floor - Taman Patani Jaya - For Rent,Shop lot,,1540,RM800,Kedah
https://www.mudah.my/Taman+Tiram+payar+besar+Lunas+Rent+workers+family+hitech-105748192.htm,Taman Tiram payar besar @ Lunas|Rent|workers|family|hitech,2-storey Terraced House,3,1400,"RM1,800",Kedah
https://www.mudah.my/recommended-crowded-area-taman-arked-1-storey-shoplot-for-rent-106350086.htm,【RECOMMENDED & CROWDED AREA】TAMAN ARKED - 1 Storey Shoplot for RENT,Shop lot,,1400,"RM1,600",Kedah
https://www.mudah.my/sungai-petani-town-area-shop-lot-for-rent-106435840.htm,Sungai petani town area ( 𝘽𝙖𝙠𝙖𝙧 𝘼𝙧𝙖𝙣𝙜 )Shop lot for rent,Shop lot,,1400,"RM1,850",Kedah
https://www.mudah.my/bilik-untuk-di-sewa-astana-park-home-106435558.htm,Bilik Untuk Di Sewa Astana Park Home,Houses,,1400,RM500,Kedah
https://www.mudah.my/+Detached+Factory+Good+condition+renovated+unit+Taman+Makmur+Lunas-105794477.htm,[Detached Factory] Good condition renovated unit Taman Makmur @ Lunas,Warehouse / Factory,,22176,"RM25,000",Kedah
https://www.mudah.my/First+Floor+of+2+storey+shophouse+Kompleks+Perniagaan+Utama+for+rent-104772172.htm,First Floor of 2-storey shophouse (Kompleks Perniagaan Utama) for rent,Office space,,1300,RM900,Kedah
https://www.mudah.my/Warehouse+sungai+petani+52+796+sqft-103779474.htm,"Warehouse|sungai petani | 52,796 sqft",Warehouse / Factory,,52796,"RM76,123",Kedah
https://www.mudah.my/Ground+Floor+of+Double+storey+Shopoffice+for+Rent+Taman+Melur+Jitra+-97751097.htm,"Ground Floor of Double-storey Shopoffice for Rent (Taman Melur, Jitra)",Shop lot,,1400,"RM1,500",Kedah
https://www.mudah.my/Second+floor+Tingkat+3+of+3+storey+Shopoffice+Jalan+Kota+for+Rent-102376246.htm,Second floor (Tingkat 3) of 3-storey Shopoffice (Jalan Kota) for Rent,Office space,,1300,RM650,Kedah
https://www.mudah.my/Office+Bandar+Laguna+Merbuk+Sungai+Petani+-105862726.htm,Office Bandar Laguna  Merbuk (Sungai Petani),Office space,,1200,RM600,Kedah
https://www.mudah.my/2-storey-terrace-house-taman-sejati-for-rent-106433925.htm,2 Storey Terrace House Taman Sejati For RENT,2-storey Terraced House,3,1500,RM900,Kedah
https://www.mudah.my/kedai-untuk-disewa-106433875.htm,Kedai untuk disewa,Shop lot,,10000,"RM3,000",Kedah
https://www.mudah.my/BPJ+area+Pr1ma+Residensi+Utama+fully+Furnished+2story+Semi+D+for+Rent-106027217.htm,BPJ area Pr1ma Residensi Utama fully Furnished 2story Semi-D for Rent,Semi-Detached House,4,2400,"RM2,300",Kedah
https://www.mudah.my/bukit-banyan-azelia-2story-terrace-house-for-rent-106221561.htm,Bukit Banyan Azelia 2Story terrace house for Rent,2-storey Terraced House,4,1600,"RM1,500",Kedah
https://www.mudah.my/ground-floor-shoplot-at-jalan-gangsa-alor-setar-for-rent-106432505.htm,Ground Floor Shoplot at Jalan Gangsa Alor Setar For Rent,Shop lot,,1200,RM900,Kedah
https://www.mudah.my/ground-floor-shoplot-with-back-at-jalan-gangsa-alor-setar-for-rent-106432480.htm,Ground floor Shoplot with Back at Jalan Gangsa Alor Setar For Rent,Shop lot,,1160,"RM1,000",Kedah
https://www.mudah.my/facing-mainroad-ground-floor-shoplot-at-jalan-gangsa-for-rent-106432371.htm,Facing Mainroad Ground Floor Shoplot at Jalan Gangsa For Rent,Shop lot,,1200,"RM1,800",Kedah
https://www.mudah.my/Kulim+Big+Wearehouse+For+Rent-106032269.htm,Kulim Big Wearehouse For Rent,Warehouse / Factory,,48000,"RM48,000",Kedah
https://www.mudah.my/Kulim+Big+Wearehouse+For+Rent-106032023.htm,Kulim Big Wearehouse For Rent,Warehouse / Factory,,30000,"RM60,000",Kedah
https://www.mudah.my/first-floor-shoplot-at-alor-mengkudu-near-mydin-alor-setar-for-rent-106432120.htm,First Floor Shoplot at Alor Mengkudu Near Mydin Alor Setar For Rent,Shop lot,,1200,RM600,Kedah
https://www.mudah.my/SUNGAI+PETANI+LARGE+Original+SHOP+COMMERCIAL+INDUSTRY+Extra+Land+-105540977.htm,SUNGAI PETANI:LARGE Original SHOP COMMERCIAL/ INDUSTRY (Extra Land),Shop lot,,3680,"RM4,000",Kedah
https://www.mudah.my/Kulim-106032303.htm,Kulim,Warehouse / Factory,,30000,"RM60,000",Kedah
https://www.mudah.my/facing-mainroad-2-storey-shoplot-at-pekan-rabu-alor-setar-for-rent-106432053.htm,Facing Mainroad 2 Storey Shoplot at Pekan Rabu Alor Setar For Rent,Shop lot,,3360,"RM3,200",Kedah
https://www.mudah.my/facing-mainroad-single-storey-warehouse-at-jln-kodiang-jitra-for-rent-106431918.htm,Facing Mainroad Single Storey Warehouse at Jln Kodiang Jitra For Rent,Warehouse / Factory,,14400,"RM8,000",Kedah
https://www.mudah.my/single-storey-bungalow-for-rent-taman-berjaya-106431959.htm,"Single storey bungalow for rent, Taman Berjaya",Bungalow House,4,5087,"RM1,200",Kedah
https://www.mudah.my/2-storey-light-industry-shoplot-at-mergong-alor-setar-for-rent-106431850.htm,2 Storey Light Industry Shoplot at Mergong Alor Setar For Rent,Shop lot,,1920,"RM3,000",Kedah
https://www.mudah.my/Factory+warehouse+for+RENT+in+GURUN-103638090.htm,Factory warehouse for RENT in GURUN,Warehouse / Factory,,100000,"RM22,000",Kedah
https://www.mudah.my/warehouse-with-2-storey-office-building-at-mergong-alor-setar-for-rent-106431668.htm,Warehouse with 2 Storey Office Building at Mergong Alor Setar For Rent,Warehouse / Factory,,33000,"RM28,000",Kedah
https://www.mudah.my/Factory+warehouse+for+RENT+in+SUNGAI+PETANI-103637278.htm,Factory warehouse for RENT in SUNGAI PETANI,Warehouse / Factory,,129000,"RM120,000",Kedah
https://www.mudah.my/Factory+warehouse+for+RENT+in+SUNGAI+PETANI-103341119.htm,Factory warehouse for RENT in SUNGAI PETANI,Warehouse / Factory,,43500,"RM45,000",Kedah
https://www.mudah.my/1-5-storey-warehouse-factory-for-rent-bakar-arang-sungai-petani-kedah-106431503.htm,1.5 Storey Warehouse Factory For Rent Bakar Arang Sungai Petani Kedah,Warehouse / Factory,,16500,"RM12,000",Kedah
https://www.mudah.my/3-storey-office-space-at-mergong-alor-setar-for-rent-106431466.htm,3 Storey Office Space at Mergong Alor Setar For Rent,Office space,,4800,"RM13,000",Kedah
https://www.mudah.my/Factory+sungai+petani+power+3000+amps-103514286.htm,Factory | sungai petani | power 3000 amps,Warehouse / Factory,,100000,"RM100,000",Kedah
https://www.mudah.my/Factory+At+Sungai+Petani+Factory+Kedah+For+Rent-104002782.htm,"Factory At Sungai Petani Factory,Kedah For Rent",Warehouse / Factory,,42000,"RM30,000",Kedah
https://www.mudah.my/facing-mainroad-warehouse-at-tandop-alor-setar-for-rent-106430909.htm,Facing Mainroad Warehouse at Tandop Alor Setar For Rent,Warehouse / Factory,,8000,"RM5,500",Kedah
https://www.mudah.my/ground-floor-shoplot-at-pekan-cina-alor-setar-for-rent-106431023.htm,Ground Floor Shoplot at Pekan Cina Alor Setar For Rent,Shop lot,,1500,"RM1,800",Kedah
https://www.mudah.my/Kulim+Factory+Warehouse+1+Acre+Land+300+Amp-102957902.htm,Kulim Factory Warehouse 1 Acre Land 300 Amp,Warehouse / Factory,,41475,"RM52,000",Kedah
https://www.mudah.my/langkawi-chogm-villa-in-kuah-106430336.htm,Langkawi CHOGM VILLA in KUAH,Townhouse Condo,3,1350,"RM1,800",Kedah
https://www.mudah.my/fully-renovated-1-storey-terrace-taman-sejati-indah-for-rent-106429461.htm,FULLY RENOVATED 1 Storey Terrace Taman Sejati Indah FOR RENT,1-storey Terraced House,3,1200,RM700,Kedah
https://www.mudah.my/Kedai+untuk+di+sewa+di+Sungai+Petani+Kedah+-104684977.htm,"Kedai untuk di sewa di Sungai Petani, Kedah.",Shop lot,,1200,"RM2,000",Kedah
https://www.mudah.my/fully-furnished-2-storey-terrace-taman-melati-106429640.htm,Fully Furnished - 2 Storey Terrace - Taman Melati,Terraced House,4,1600,"RM1,000",Kedah
https://www.mudah.my/Kedai+untuk+di+sewa+di+Legenda+Heights+-105821630.htm,Kedai untuk di sewa di Legenda Heights.,Shop lot,,1400,"RM2,800",Kedah
https://www.mudah.my/corner-lot-double-storey-terrace-house-taman-batik-for-rent-106429160.htm,CORNER LOT Double Storey Terrace House Taman Batik FOR RENT,2-storey Terraced House,4,3703,"RM1,000",Kedah
https://www.mudah.my/Facing+main+road+Bukit+Banyan+BBBC+2+storey+shoplot+for+rent-104788309.htm,Facing main road Bukit Banyan BBBC 2 storey shoplot for rent,Shop lot,,1400,"RM3,000",Kedah
https://www.mudah.my/Taman+Intan+For+Rent+Sungai+Petani+Kedah-106130012.htm,Taman Intan For Rent Sungai Petani  Kedah,Terraced House,3,1400,RM800,Kedah
https://www.mudah.my/Taman+Peruda+House+For+Rent+NO+AGENT+FEE-106129117.htm,Taman Peruda House For Rent NO AGENT FEE,Terraced House,3,1400,RM750,Kedah
https://www.mudah.my/For+Rent+Laguna+Merbok+1st+Floor+Shop+Lot+Sungai+Petani+Kedah-105767181.htm,For Rent Laguna Merbok 1st Floor Shop Lot Sungai Petani Kedah,Shop lot,,1400,RM800,Kedah
https://www.mudah.my/Lagenda+Height+Ground+Floor+Shoplot+For+Rent+By+End+Of+April-105829827.htm,Lagenda Height Ground Floor Shoplot For Rent By End Of April,Shop lot,,1540,"RM2,800",Kedah
https://www.mudah.my/Warehouse+for+Rent+at+Lunas+Facing+Main+Road-104301159.htm,Warehouse for Rent at Lunas Facing Main Road,Warehouse / Factory,,4800,"RM4,500",Kedah
https://www.mudah.my/house-for-rent-taman-nilam-langkawi-106428470.htm,House For Rent Taman Nilam Langkawi,Terraced House,3,1700,RM650,Kedah
https://www.mudah.my/fully-furnished-padang-serai-taman-lagenda-semi-d-house-near-c-mart-106427979.htm,Fully Furnished Padang Serai Taman Lagenda Semi D House near C Mart,Semi-Detached House,3,2800,"RM1,100",Kedah
https://www.mudah.my/many-access-single-storey-terrace-bandar-perdana-for-rent-106428082.htm,MANY ACCESS Single Storey Terrace Bandar Perdana FOR RENT,1-storey Terraced House,3,1399,RM700,Kedah
https://www.mudah.my/end-lot-double-storey-semi-d-taman-melati-layar-for-rent-106428204.htm,END LOT Double Storey Semi-D Taman Melati Layar FOR RENT,Semi-Detached House,4,3400,"RM1,500",Kedah
https://www.mudah.my/Lunas+Shoplot+Facing+Main+Road+With+High+Traffic+Near+BKE-104300446.htm,Lunas Shoplot Facing Main Road With High Traffic Near BKE,Shop lot,,1400,"RM2,200",Kedah
https://www.mudah.my/fully-furnished-taman-lagenda-semi-d-house-near-c-mart-kulim-hi-tech-106427541.htm,Fully Furnished Taman Lagenda Semi D House near C Mart Kulim Hi Tech,Semi-Detached House,3,2800,"RM1,100",Kedah
https://www.mudah.my/Bandar+Permata+Lunas+Single+Storey+Semi+D+Kulim+Hi+Tech+Industry+Park-105153458.htm,Bandar Permata Lunas Single Storey Semi D Kulim Hi Tech Industry Park,Semi-Detached House,3,1200,"RM1,500",Kedah
https://www.mudah.my/4+Room+Single+Storey+Semi+D+Near+Infineon+Kulim+Hi+Tech+Industry+Park-106159254.htm,4 Room Single Storey Semi D Near Infineon Kulim Hi-Tech Industry Park,Semi-Detached House,4,2560,"RM1,400",Kedah
https://www.mudah.my/cheapest-taman-patani-jaya-double-storey-semi-d-near-central-square-106427494.htm,Cheapest Taman Patani Jaya Double Storey Semi D near Central Square,Semi-Detached House,4,3200,"RM1,200",Kedah
https://www.mudah.my/Lunas+Single+Storey+factory+70+000+sqft+1000amps+Hi+Tech+Kulim+Kedah-105703122.htm,"Lunas Single Storey factory 70,000 sqft 1000amps Hi-Tech Kulim Kedah",Warehouse / Factory,,70000,"RM44,000",Kedah
https://www.mudah.my/detached-factory-warehouse-for-rent-at-sungai-petani-kedah-106426471.htm,Detached Factory Warehouse For Rent at Sungai Petani Kedah,Warehouse / Factory,,134164,"RM79,000",Kedah
https://www.mudah.my/single-storey-semi-d-lunas-near-hi-tech-welcome-foreigners-106426318.htm,Single Storey Semi D [LUNAS] Near Hi-Tech Welcome Foreigners !!!,Semi-Detached House,3,1540,"RM1,500",Kedah
https://www.mudah.my/factory-warehouse-for-rent-at-sungai-petani-kedah-2000amp-106426106.htm,Factory Warehouse For Rent at Sungai Petani Kedah 2000amp,Warehouse / Factory,,105000,"RM117,000",Kedah
https://www.mudah.my/bakar-arang-warehouse-for-rent-106425797.htm,Bakar Arang Warehouse For Rent,Warehouse / Factory,,16500,"RM12,000",Kedah
https://www.mudah.my/padang-serai-taman-lagenda-semi-d-house-fully-furnished-near-c-mart-106425978.htm,Padang Serai Taman Lagenda Semi D house Fully Furnished near C-Mart,Semi-Detached House,3,1100,"RM1,100",Kedah
https://www.mudah.my/double-storey-terrace-house-in-kulim-hi-tech-park-for-rent-106425847.htm,Double Storey Terrace House in Kulim Hi-Tech Park For Rent,2-storey Terraced House,4,2800,"RM2,000",Kedah
https://www.mudah.my/bilik-sewa-di-jitra-106425776.htm,Bilik Sewa di Jitra,Houses,,100,RM150,Kedah
https://www.mudah.my/facing-road-single-stry-semi-d-factory-lunas-kulim-kedah-light-industy-106425176.htm,Facing Road Single Stry Semi D Factory Lunas Kulim Kedah Light Industy,Warehouse / Factory,,4800,"RM4,500",Kedah
https://www.mudah.my/Taman+Makmur+Lunas+Kulim-103829584.htm,Taman Makmur Lunas Kulim,Warehouse / Factory,,22000,"RM28,000",Kedah
https://www.mudah.my/Welcome+Company+Workers+Hostel+Near+Kulim+Hi+Tech+Industry+Park+Lunas-106159252.htm,Welcome Company Workers Hostel Near Kulim Hi Tech Industry Park Lunas,Townhouse,3,860,"RM1,400",Kedah
https://www.mudah.my/Double+Storey+Terrace+Near+Permata+Lunas+Kulim+Hi+Tech+Industry+Park-106006940.htm,Double Storey Terrace Near Permata Lunas Kulim Hi Tech Industry Park,2-storey Terraced House,4,2500,"RM2,000",Kedah
https://www.mudah.my/n-city-corner-big-land-first-floor-shop-lot-for-rent-sungai-petani-106424175.htm,N-City Corner Big land First Floor Shop Lot For Rent Sungai Petani,Shop lot,,2100,"RM1,200",Kedah
https://www.mudah.my/sejati-1-5-stry-light-industry-shop-corner-unit-for-rent-106424143.htm,Sejati 1.5 Stry Light Industry Shop Corner Unit  For Rent,Warehouse / Factory,,5210,"RM5,000",Kedah
https://www.mudah.my/kulim-utama-kulim-hitech-rent-workers-family-lunas-kulim-fasa-106424067.htm,KULIM UTAMA @ Kulim | Hitech|RENT|Workers|Family|lunas|kulim fasa,Semi-Detached House,4,1400,"RM2,000",Kedah
https://www.mudah.my/bbbc-bukit-banyan-double-shop-lot-corner-lot-106366624.htm,BBBC Bukit Banyan Double Shop Lot(Corner Lot),Shop lot,,2798,"RM4,000",Kedah
https://www.mudah.my/bbbc-bukit-banyan-double-storey-shop-lot-corner-lot-106423718.htm,BBBC Bukit Banyan Double Storey Shop Lot(Corner Lot),Shop lot,,2400,"RM8,500",Kedah
https://www.mudah.my/taman-sinar-intan-3-double-storey-semi-d-106423775.htm,Taman Sinar Intan 3 Double Storey Semi D,Semi-Detached House,4,3200,"RM1,500",Kedah
https://www.mudah.my/sungai-karangan-detached-factory-building-for-rent-106423403.htm,Sungai Karangan Detached Factory Building For Rent,Warehouse / Factory,,47000,"RM60,000",Kedah
https://www.mudah.my/2-storey-terrace-house-for-rent-taman-sejati-indah-sp-kedah-106422951.htm,"2 Storey Terrace House For RENT  📍 Taman Sejati Indah, Sp Kedah",2-storey Terraced House,3,1500,RM900,Kedah
https://www.mudah.my/2-storey-shoplot-at-mergong-alor-setar-106423131.htm,"2 Storey Shoplot At Mergong , Alor Setar .",Shop lot,,3648,"RM3,000",Kedah
https://www.mudah.my/facing-road-lot-88-perdana-height-3-stry-shoplot-ground-floor-for-rent-106423093.htm,Facing Road Lot 88 Perdana Height 3 Stry Shoplot Ground Floor For Rent,Shop lot,,1540,"RM4,000",Kedah
https://www.mudah.my/bukit-banyan-middle-room-for-rent-106422661.htm,Bukit Banyan Middle Room for Rent,Semi-Detached House,4,1,RM700,Kedah
https://www.mudah.my/Gurun+Batu+3+Warehouse+For+Rent-103903910.htm,Gurun Batu 3 Warehouse For Rent,Warehouse / Factory,,21689,"RM22,000",Kedah
https://www.mudah.my/Facing+Road+1st+2nd+Floor+Gurun+Shoplot+For+Rent-103935307.htm,Facing Road 1st &2nd Floor Gurun Shoplot For Rent,Shop lot,,1600,RM500,Kedah
https://www.mudah.my/Taman+Ria+Jaya+Heavy+Industry+Factory+Warehouse+For+Rent-103904443.htm,Taman Ria Jaya Heavy Industry Factory Warehouse For Rent,Warehouse / Factory,,134164,"RM79,000",Kedah
https://www.mudah.my/bilik-sewa-perempuan-muslim-106422367.htm,Bilik Sewa Perempuan Muslim,Houses,,230,RM325,Kedah
https://www.mudah.my/bilik-sewa-untuk-lelaki-di-kulim-utama-106422252.htm,Bilik Sewa untuk Lelaki di Kulim Utama,Houses,,120,RM540,Kedah
https://www.mudah.my/rumah-sewa-cinta-sayang-taman-ria-106422163.htm,rumah sewa cinta sayang taman ria,Bungalow House,5,5500,"RM2,500",Kedah
https://www.mudah.my/rumah-teres-3-bilik-2-bilik-air-1-stor-kuala-ketil-untuk-disewa-106421853.htm,"Rumah Teres 3 Bilik, 2 Bilik Air, 1 Stor, Kuala Ketil untuk disewa",Terraced House,3,123,RM650,Kedah
https://www.mudah.my/basement-floor-for-rent-at-bandar-amanjaya-sungai-petani-kedah-106421322.htm,"Basement Floor for rent at Bandar Amanjaya, Sungai Petani, Kedah",Others,,1000,"RM1,000",Kedah
https://www.mudah.my/foreigner-workers-hostel-taman-lobak-house-for-rent-106306564.htm,Foreigner  workers hostel Taman lobak house  for rent,Terraced House,9,2800,"RM2,800",Kedah
https://www.mudah.my/Bilik+Sewa+Tikam+Batu-99648532.htm,Bilik Sewa Tikam Batu,Houses,,150,RM230,Kedah
https://www.mudah.my/kulim-square-kulim-2-storey-terrace-house-fully-furniture-for-rent-106328280.htm,"Kulim Square, Kulim 2 Storey Terrace House【Fully Furniture】 For Rent!!",2-storey Terraced House,4,2000,"RM2,500",Kedah
https://www.mudah.my/bilik-kulim-hi-tech-ktc3-utk-disewa-lelaki-sahaja-106420105.htm,Bilik Kulim Hi Tech (KTC3) utk disewa(lelaki sahaja),Houses,,140,RM230,Kedah
https://www.mudah.my/sewa-bilik-106420026.htm,Sewa bilik,Bungalow House,6,7000,RM250,Kedah
https://www.mudah.my/new-house-for-rent-106420024.htm,New House For Rent,Semi-Detached House,4,1260,"RM1,700",Kedah
https://www.mudah.my/direct-owner-shoplot-bandar-permata-lunas-106419996.htm,Direct Owner Shoplot @Bandar Permata Lunas,Shop lot,,1300,"RM1,300",Kedah
https://www.mudah.my/Nice+Shop+with+Partition+FOR+RENT+Tmn+Tuanku+Haminah+Sg+Petani-104695546.htm,"Nice Shop with Partition FOR RENT, Tmn Tuanku Haminah, Sg Petani",Shop lot,,1400,"RM1,400",Kedah
https://www.mudah.my/Facing+Main+Road+1F+Shop+Lot+for+RENT+North+Avenue+Sg+Petani-78135962.htm,"Facing Main Road 1F Shop Lot for RENT, North Avenue, Sg Petani",Shop lot,,1400,RM800,Kedah
https://www.mudah.my/Kelang+Lama+1st+Floor+Shoplot+3Room2Bath+For+Rent+Business+Hostel-105986050.htm,Kelang Lama 1st Floor Shoplot 3Room2Bath For Rent Business/Hostel,Shop lot,,1400,"RM1,599",Kedah
https://www.mudah.my/Kulim+Square+Lunas+Full+Furnish+2+Storey+Semi+D+House+For+Rent-106063218.htm,Kulim Square Lunas Full Furnish 2 Storey Semi-D House For Rent,Semi-Detached House,4,1800,"RM2,800",Kedah
https://www.mudah.my/taman-kobis-lunas-corner-8room4bath-1-storey-terrace-house-for-rent-106378575.htm,Taman Kobis Lunas Corner 8Room4Bath 1 Storey Terrace House For Rent,1-storey Terraced House,8,3000,"RM3,000",Kedah
https://www.mudah.my/taman-ktc-kulim-hitech-double-storey-terrace-house-furnished-for-rent-106378073.htm,Taman KTC Kulim Hitech Double Storey Terrace House Furnished For Rent,2-storey Terraced House,4,1600,"RM1,800",Kedah
https://www.mudah.my/1920sqft+Light+Industry+Warehouse+Factory+For+Rent+4KM+to+KULIM+HITECH-105756054.htm,1920sqft Light Industry Warehouse/Factory For Rent 4KM to KULIM HITECH,Warehouse / Factory,,1920,"RM2,199",Kedah
https://www.mudah.my/kulim-utama-kulim-hitech-2-storey-terrace-house-full-furnish-for-rent-106418700.htm,Kulim Utama Kulim Hitech 2 Storey Terrace House Full Furnish For Rent,2-storey Terraced House,4,1800,"RM2,300",Kedah
