Link,Name,Property Type,No of Rooms,Property Size (sq. ft),Monthly Rent,Property Address
https://www.mudah.my/c-m-d-secret-garden-kempas-2-bed-fully-furnished-106419018.htm,C&M/D Secret Garden/Kempas /2 Bed/fully furnished,Condominium,2,800,"RM 1,600",Johor
https://www.mudah.my/c-m-akademik-suites-mount-austin-3-bed-fully-furnished-106419016.htm,C&M/Akademik Suites/Mount Austin/3 Bed/Fully Furnished,Condominium,3,1100,"RM 1,800",Johor
https://www.mudah.my/c-m-d-summit-residence-kempas-setia-tropika-2-bed-fully-furnished-106419019.htm,C&M/D Summit Residence/Kempas /Setia Tropika/2 Bed/Fully Furnished,Condominium,2,800,"RM 1,600",Johor
https://www.mudah.my/all-race-twin-galaxy-jb-town-studio-fully-furnished-106419021.htm,All Race/Twin Galaxy/Jb Town/Studio/Fully Furnished,Condominium,1,500,"RM 2,100",Johor
https://www.mudah.my/Taman+Daya+Cat+cantik+Bulanan+sewa+-105957942.htm,Taman Daya /Cat cantik /Bulanan sewa ,Others,4,1540,"RM 2,000",Johor
https://www.mudah.my/taman-daya-4-beds-gated-guarded-monthly-rental-106429192.htm,Taman Daya/4 beds/Gated guarded/Monthly Rental ,Others,4,1540,"RM 1,800",Johor
https://www.mudah.my/ksl-residences-2-taman-molek-johor-106443990.htm,KSL Residences 2 @ Taman Molek  Johor ,Service Residence,3,1000,"RM 1,800",Johor
https://www.mudah.my/mutiara-rini-mutiara-mas-skudai-double-storey-cluster-corner-lot-106444144.htm,"Mutiara Rini, Mutiara Mas, Skudai, Double Storey Cluster Corner Lot",Cluster House,4,3055,"RM 3,500",Johor
https://www.mudah.my/permas-ville-apartment-permas-jaya-106444086.htm,Permas Ville Apartment Permas Jaya,Apartment,3,1200,"RM 1,700",Johor
https://www.mudah.my/room-rental-taman-century-jb-near-ksl-city-mall-jb-106402061.htm,Room Rental-TAMAN CENTURY JB [Near KSL City Mall JB],Houses,,120,RM 700,Johor
https://www.mudah.my/permas-jaya-double-storey-terrace-106444065.htm,permas jaya double storey terrace,2-storey Terraced House,2,700,"RM 1,200",Johor
https://www.mudah.my/country-garden-amberside-jb-town-larkin-tampoi-danga-bay-nearly-ciq-106443790.htm,Country Garden Amberside @ Jb Town Larkin Tampoi Danga Bay Nearly CIQ,Condominium,3,1200,"RM 2,900",Johor
https://www.mudah.my/permas-jaya-shoplot-endlot-106443764.htm,Permas Jaya Shoplot Endlot,Shop lot,,2560,"RM 1,300",Johor
https://www.mudah.my/service-residence-for-rent-service-residence-jb-town-106443915.htm,Service Residence FOR RENT Service Residence JB Town,Service Residence,3,1070,"RM 2,700",Johor
https://www.mudah.my/nusa-perdana-apt-gelang-patah-near-2nd-link-expressway-106443889.htm,Nusa Perdana Apt Gelang Patah Near 2nd Link Expressway,Service Residence,3,950,"RM 1,699",Johor
https://www.mudah.my/cheapest-house-for-rent-taman-pasir-putih-pasir-gudang-106443751.htm,"Cheapest, House for Rent Taman Pasir Putih, Pasir Gudang",1-storey Terraced House,3,1200,RM 950,Johor
https://www.mudah.my/shop-lot-untuk-disewakan-106443831.htm,Shop Lot untuk DISEWAKAN!!!!,Shop lot,,1160,"RM 3,000",Johor
https://www.mudah.my/Warehouse+Office+Kawasan+Perindustrian+Kluang+1+Johor+Pallet+Space-105882680.htm,Warehouse & Office Kawasan Perindustrian Kluang 1 Johor Pallet Space,Warehouse / Factory,,16758,"RM 33,336",Johor
https://www.mudah.my/jalan-austin-height-8-x-shoplot-office-for-rent-mount-austin-106379747.htm,Jalan Austin Height 8/x Shoplot Office For Rent Mount Austin,Shop lot,,1800,"RM 1,600",Johor
https://www.mudah.my/superb-condition-tasek-flat-seri-alam-low-cost-flat-level-106443572.htm,Superb Condition ✨ Tasek Flat @ Seri Alam  Low Cost Flat (Level,Flat,3,650,RM 750,Johor
https://www.mudah.my/the-m-macrolink-gelang-patah-bukit-indan-iskandar-puteri-nearly-tuas-106443528.htm,The M Macrolink @ Gelang Patah Bukit Indan Iskandar Puteri Nearly Tuas,Service Residence,1,500,"RM 1,600",Johor
https://www.mudah.my/bilik-untuk-disewa-106443694.htm,Bilik Untuk Disewa,Houses,,10,RM 550,Johor
https://www.mudah.my/prima-tebrau-majidee-near-ciq-9km-low-rental-hot-unit-106443518.htm,Prima Tebrau / Majidee / Near Ciq 9km / Low Rental [ HOT UNIT ],Apartment,2,850,"RM 1,500",Johor
https://www.mudah.my/low-depo-bilik-single-near-ciq-taman-abad-taman-pelangi-106443471.htm,LOW DEPO Bilik single near CIQ Taman Abad Taman Pelangi,Houses,,350,RM 350,Johor
https://www.mudah.my/denai-nusantara-gelang-patah-bukit-indan-iskandar-puteri-near-tuas-106443307.htm,Denai Nusantara @ Gelang Patah  Bukit Indan Iskandar Puteri Near Tuas,Apartment,3,800,"RM 1,300",Johor
https://www.mudah.my/seri-austin-residences-luxury-apartment-1-1bedrooms-1bathrooms-106371861.htm,Seri Austin Residences Luxury Apartment  1+1Bedrooms 1Bathrooms,Service Residence,2,661,"RM 1,500",Johor
https://www.mudah.my/seri-austin-residence-apartment-888-sqft-2-1-rooms-2-bathroo-106360316.htm,Seri Austin Residence Apartment   888 sqft 2+1 rooms 2 Bathroo,Service Residence,3,888,"RM 1,800",Johor
https://www.mudah.my/d-secret-garden-kempas-studio-fully-furnished-106443465.htm,D'Secret Garden Kempas Studio Fully Furnished,Service Residence,1,513,"RM 1,200",Johor
https://www.mudah.my/tropez-residence-danga-bay-jb-town-ciq-low-deposit-106443213.htm,Tropez Residence / Danga Bay / Jb Town / Ciq / Low Deposit,Service Residence,2,958,"RM 2,100",Johor
https://www.mudah.my/impian-emas-double-storey-house-for-rent-106443283.htm,Impian Emas Double Storey House  For Rent,2-storey Terraced House,4,1800,"RM 2,600",Johor
https://www.mudah.my/taman-ungku-tun-aminah-jalan-hulubalang-near-tasek-cent-skudai-106443272.htm,Taman Ungku Tun Aminah / Jalan Hulubalang / Near Tasek Cent / Skudai,1-storey Terraced House,5,1400,"RM 2,200",Johor
https://www.mudah.my/setia-tropika-shop-lot-ground-floor-super-below-market-106443285.htm,Setia Tropika / Shop lot / Ground Floor / Super below market,Shop lot,,2000,"RM 3,000",Johor
https://www.mudah.my/lodepo-bilik-master-murah-taman-abad-106443458.htm,LODEPO bilik master murah Taman Abad,Houses,,500,RM 800,Johor
https://www.mudah.my/greenfield-regency-skudai-taman-tampoi-indah-low-deposit-106443457.htm,Greenfield Regency / Skudai / Taman Tampoi Indah / Low Deposit,Studio,1,476,"RM 1,600",Johor
https://www.mudah.my/sunway-grid-2-room-full-furnished-good-deal-brand-new-free-wifi-106443422.htm,Sunway Grid 2 Room Full Furnished Good deal Brand New free Wifi !!!,Apartment,2,600,"RM 2,000",Johor
https://www.mudah.my/green-haven-masai-low-deposit-below-market-106443417.htm,Green Haven / Masai / Low Deposit / Below Market,Condominium,2,1400,"RM 2,500",Johor
https://www.mudah.my/for-rent-double-storey-taman-cahaya-masai-pasir-gudang-106443365.htm,"For Rent Double Storey Taman Cahaya Masai,  Pasir Gudang",2-storey Terraced House,3,1200,"RM 1,200",Johor
https://www.mudah.my/seri-austin-luxury-apartment-seri-austin-low-deposit-below-marke-106443364.htm,Seri Austin Luxury Apartment / Seri Austin / Low Deposit / Below Marke,Apartment,2,661,"RM 1,450",Johor
https://www.mudah.my/for-rent-exclusive-good-location-106443215.htm,FOR RENT / EXCLUSIVE / GOOD Location,Shop lot,,1540,"RM 3,200",Johor
https://www.mudah.my/royal-strand-danga-bay-skudai-bbu-jb-town-ciq-fully-low-deposit-tampoi-106443087.htm,Royal Strand Danga Bay Skudai Bbu Jb Town Ciq Fully Low Deposit Tampoi,Condominium,3,1300,"RM 3,200",Johor
https://www.mudah.my/ksl-residence-2-daya-austin-pandan-larkin-3-bedroom-town-ciq-106442818.htm,KSL RESIDENCE 2 Daya Austin Pandan Larkin 3 Bedroom town ciq,Service Residence,3,883,"RM 2,000",Johor
https://www.mudah.my/akademik-suite-austin-heights-fully-furnish-level-9-106442787.htm,Akademik Suite Austin Heights Fully Furnish  Level 9,Apartment,1,555,"RM 1,200",Johor
https://www.mudah.my/Jentayu+Tampoi+Room+For+Rent-105885237.htm,Jentayu Tampoi Room For Rent,Condo / Services residence / Penthouse / Townhouse,,200,RM 700,Johor
https://www.mudah.my/Mosaic+Southkey+Sogo+room+for+rent-104620052.htm,Mosaic Southkey Sogo room for rent,Apartment / Flat,,200,RM 900,Johor
https://www.mudah.my/Teega+Suites+1+1+bedroom+puteri+Harbour+nearby+legoland+Medini-105982338.htm,Teega Suites  1+1 bedroom puteri Harbour nearby legoland Medini,Service Residence,2,700,"RM 1,999",Johor
https://www.mudah.my/elysia-park-booking-rm500-super-below-market-low-deposit-106442699.htm,Elysia Park / Booking Rm500 / Super Below Market / Low Deposit,Condominium,1,500,"RM 1,600",Johor
https://www.mudah.my/tritower-twin-tower-astaka-sky-88-r-f-danga-bay-ciq-jbcc-rts-3-bedroom-106442688.htm,Tritower Twin Tower Astaka Sky 88 R&F Danga Bay CIQ JBCC RTS 3 Bedroom,Condominium,3,1500,"RM 2,600",Johor
https://www.mudah.my/impiana-east-ledang-booking-rm500-super-below-market-106442684.htm,Impiana East Ledang / Booking Rm500 / Super Below Market,Condominium,3,1200,"RM 2,100",Johor
https://www.mudah.my/senia-taman-scientex-utama-2-storey-terrace-4-bedroom-saleng-kulai-106442670.htm,senia /Taman Scientex Utama /2 Storey Terrace/ 4 Bedroom/ saleng kulai,2-storey Terraced House,4,1170,"RM 1,600",Johor
https://www.mudah.my/Epic+Residence+Larkin+Medium+Room+For+Rent-98837923.htm,Epic Residence Larkin Medium Room For Rent,Apartment / Flat,,120,RM 700,Johor
https://www.mudah.my/NEAR+CIQ+MEDIUM+ROOM+Stulang+-104414140.htm,NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/Four+Season+Larkin+Room+For+Rent-104348344.htm,Four Season Larkin Room For Rent,Condo / Services residence / Penthouse / Townhouse,,120,RM 700,Johor
https://www.mudah.my/NEAR+CIQ+MEDIUM+ROOM+Stulang+-104155746.htm,NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/VERY+NEAR+CIQ+MEDIUM+ROOM+Stulang+-104153325.htm,VERY NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/NEAR+CIQ+MEDIUM+ROOM+Stulang+-103433876.htm,NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/SKS+Pavillion+Room+Walking+Distance+CIQ-106087022.htm,SKS Pavillion Room Walking Distance CIQ,Condo / Services residence / Penthouse / Townhouse,,200,"RM 1,300",Johor
https://www.mudah.my/Sky+Habitat+Walking+Distance+to+CIQ+Room+For+Rent-96778739.htm,Sky Habitat Walking Distance to CIQ Room For Rent,Condo / Services residence / Penthouse / Townhouse,,100,RM 800,Johor
https://www.mudah.my/small-room-flat-bukit-indah-2-106442593.htm,Small Room Flat Bukit Indah 2 ,Apartment / Flat,,170,RM 300,Johor
https://www.mudah.my/kota-putri-masai-pasir-gudang-light-industry-106442580.htm,"Kota Putri, Masai Pasir Gudang (Light Industry)",Warehouse / Factory,,17380,"RM 24,332",Johor
https://www.mudah.my/m-condo-at-larkin-ready-to-move-in-106189502.htm,M Condo at larkin ready to move in,Condominium,3,1068,"RM 2,100",Johor
https://www.mudah.my/taman-bistari-perdana-brand-new-townhouse-1st-floor-corner-lot-rent-106442068.htm,Taman Bistari Perdana BRAND NEW Townhouse (1st Floor) Corner Lot RENT,Townhouse,3,1046,"RM 1,000",Johor
https://www.mudah.my/Double+Storey+Terrace+House+JB+Taman+Tasek+G+G-105914376.htm,Double Storey Terrace House @ JB Taman Tasek @ G&G,2-storey Terraced House,4,1680,"RM 2,400",Johor
https://www.mudah.my/double-storey-citrine-lakehomes-sunway-iskandar-fully-furnished-106442300.htm,Double Storey Citrine Lakehomes / Sunway Iskandar / Fully Furnished,2-storey Terraced House,4,2066,"RM 4,000",Johor
https://www.mudah.my/jalan-impian-emas-taman-impian-emas-double-storey-house-106442288.htm,"Jalan Impian Emas, Taman Impian Emas @ Double Storey House",2-storey Terraced House,4,1800,"RM 2,600",Johor
https://www.mudah.my/larkin-heights-1bedroom-fully-furnished-middle-floor-1cp-106441956.htm,"Larkin Heights, 1Bedroom, Fully Furnished, Middle Floor, 1CP",Apartment,1,600,"RM 1,500",Johor
https://www.mudah.my/Kluang+Taman+Delima+2+Facing+Main+Road+Shop+Lot+for+Rent-105648733.htm,Kluang Taman Delima 2 @ Facing Main Road Shop Lot for Rent,Shop lot,,1540,"RM 1,500",Johor
https://www.mudah.my/Kluang+Tasik+Indah+Shop+Lot+First+Floor+New+Area-91015822.htm,Kluang Tasik Indah Shop Lot (First Floor) - New Area,Shop lot,,1800,RM 600,Johor
https://www.mudah.my/VERY+NEAR+CIQ+MEDIUM+ROOM+Stulang+-104414032.htm,VERY NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/NEAR+CIQ+MEDIUM+ROOM+Stulang+-103483324.htm,NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/2+ROOM+1+TOILET+SEA+VIEW+HOUSE+Near+Tuas+-105819026.htm,2 ROOM 1 TOILET SEA VIEW HOUSE ( Near Tuas ),Condominium,2,800,"RM 1,150",Johor
https://www.mudah.my/MEDIUM+ROOM+NEAR+CIQ+Stulang+-103654445.htm,MEDIUM ROOM NEAR CIQ  ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/taman-impian-emas-iconia-garden-skudai-kempas-106442214.htm,Taman Impian Emas / Iconia Garden / Skudai / Kempas,2-storey Terraced House,4,1760,"RM 2,500",Johor
https://www.mudah.my/jalan-pulai-mutiara-2-taman-pulai-mutiara-pulai-2-5-storey-for-rent-106442204.htm,Jalan Pulai Mutiara 2 Taman Pulai Mutiara Pulai 2.5 Storey for Rent,2.5-storey Terraced House,4,1170,"RM 1,600",Johor
https://www.mudah.my/double-storey-caryato-square-setia-tropila-gate-guarded-nice-unit-106323531.htm,Double Storey Caryato Square Setia Tropila Gate & Guarded Nice Unit!!!,2-storey Terraced House,4,1500,"RM 2,200",Johor
https://www.mudah.my/big-semi-d-for-rent-106438056.htm,Big semi D for Rent,Semi-Detached House,4,3200,"RM 1,500",Johor
https://www.mudah.my/taman-pulai-perdana-kangkar-pulai-skudai-pulai-indah-teratai-106441640.htm,Taman Pulai Perdana / kangkar pulai / Skudai / Pulai Indah / Teratai,2-storey Terraced House,3,1080,"RM 1,200",Johor
https://www.mudah.my/encorp-marina-1bed-1bath-unblock-view-puteri-harbour-furnished-106441618.htm,Encorp Marina/ 1Bed 1Bath/ Unblock View/ Puteri Harbour/ Furnished,Service Residence,1,700,"RM 1,800",Johor
https://www.mudah.my/Austin+Height+Mount+Austin+Johor+Bahru+2+Storey+Cluster+for+Rent-105559719.htm,Austin Height Mount Austin Johor Bahru 2 Storey Cluster for Rent,Cluster House,4,2240,"RM 2,000",Johor
https://www.mudah.my/jalan-indah-7-bukit-indah-johor-bahru-2-storey-for-rent-106441865.htm,Jalan Indah 7 Bukit Indah Johor Bahru 2 Storey for Rent,2-storey Terraced House,4,1400,"RM 2,200",Johor
https://www.mudah.my/for-rent-new-unit-townhouse-meridin-east-bestari-perdana-106441857.htm,"For rent, New Unit Townhouse Meridin East, Bestari Perdana",1.5-storey Terraced House,3,1001,"RM 1,000",Johor
https://www.mudah.my/sks-pavilion-residence-for-rent-106441853.htm,SKS Pavilion Residence For Rent,Condominium,3,1049,"RM 3,800",Johor
https://www.mudah.my/taman-nusantara-prima-three-storey-shoplot-ground-floor-for-rent-106441823.htm,Taman Nusantara Prima Three Storey Shoplot (Ground Floor) FOR RENT,Shop lot,,1800,"RM 1,800",Johor
https://www.mudah.my/sunway-citrine-lakehomes-4bed-4bath-brand-new-double-storey-106441821.htm,Sunway Citrine Lakehomes/ 4Bed 4Bath/ Brand New Double Storey,2-storey Terraced House,4,1540,"RM 3,200",Johor
https://www.mudah.my/taman-daya-1st-floor-shop-office-22x85-106441820.htm,Taman Daya 1st Floor Shop Office 22x85,Office space,,1870,"RM 1,250",Johor
https://www.mudah.my/sks-pavilion-jb-town-106441809.htm,SKS pavilion jb town,Condominium,3,1049,"RM 4,000",Johor
https://www.mudah.my/desa-jaya-corner-lot-1-5-storey-terrace-factory-3800sqft-106441803.htm,Desa Jaya Corner Lot 1.5 Storey Terrace Factory 3800sqft,Warehouse / Factory,,3800,"RM 3,800",Johor
https://www.mudah.my/perfect-sea-view-puteri-cove-residence-3bed-2bath-puteri-harbour-106441488.htm,[Perfect Sea View] Puteri Cove Residence/ 3Bed 2Bath/ Puteri Harbour,Condominium,3,1100,"RM 3,000",Johor
https://www.mudah.my/for-rent-r-f-princess-cove-jb-town-ciq-106441518.htm,For Rent 🌻  R&F Princess Cove  JB Town/ CIQ,Service Residence,2,874,"RM 3,000",Johor
https://www.mudah.my/taman-nusa-sentral-three-storey-shoplot-1st-floor-for-rent-106441508.htm,Taman Nusa Sentral Three Storey Shoplot (1st Floor) FOR RENT,Shop lot,,1650,"RM 1,000",Johor
https://www.mudah.my/execellent-location-seri-alam-shop-lot-for-rent-106441551.htm,Execellent Location Seri Alam Shop Lot for Rent,Shop lot,,2241,"RM 1,200",Johor
https://www.mudah.my/taman-nusa-sentral-three-storey-shoplot-2nd-floor-for-rent-106441528.htm,Taman Nusa Sentral Three Storey Shoplot (2nd Floor) FOR RENT,Shop lot,,1650,RM 800,Johor
https://www.mudah.my/duplex-type-3bed-3bath-the-elysia-park-residence-medini-loft-type-106441571.htm,Duplex Type/ 3Bed 3Bath/ The Elysia Park Residence/ Medini Loft Type,Condominium,3,1300,"RM 3,000",Johor
https://www.mudah.my/NEAR+CIQ+MEDIUM+ROOM+Stulang+-104564501.htm,NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/VERY+NEAR+CIQ+MEDIUM+ROOM+Stulang+-104564387.htm,VERY NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/NEAR+CIQ+MEDIUM+ROOM+Stulang+-104169596.htm,NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/VERY+NEAR+CIQ+MEDIUM+ROOM+Stulang+-103719997.htm,VERY NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/VERY+NEAR+CIQ+MEDIUM+ROOM+Stulang+-103409521.htm,VERY NEAR CIQ MEDIUM ROOM ( Stulang ),Apartment / Flat,,200,RM 800,Johor
https://www.mudah.my/holiday-plaza-shopping-mall-jb-shoplot-ground-floor-for-rent-106441770.htm,Holiday Plaza Shopping Mall @ JB Shoplot (Ground Floor) FOR RENT,Shop lot,,255,RM 850,Johor
https://www.mudah.my/mount-austin-corner-lot-office-1036sqft-106441735.htm,Mount Austin Corner Lot Office 1036sqft,Office space,,1036,"RM 1,800",Johor
https://www.mudah.my/no-agent-fee-pulai-utama-utm-skudai-kangkar-pulai-pulai-indah-low-depo-106402610.htm,No Agent Fee Pulai Utama UTM skudai Kangkar Pulai Pulai Indah Low Depo,2-storey Terraced House,3,1211,"RM 1,200",Johor
https://www.mudah.my/greenfield-regency-for-rent-tampoi-indah-skudai-106292163.htm,Greenfield Regency For Rent / Tampoi Indah / Skudai,Apartment,1,451,"RM 1,500",Johor
https://www.mudah.my/Double+Storey+Terrace+House+For+Rent+Impian+Emas+Iconia+Garden-105914412.htm,Double Storey Terrace House For Rent @ Impian Emas Iconia Garden,2-storey Terraced House,4,1760,"RM 2,500",Johor
https://www.mudah.my/taman-pulai-indah-2s-shoplot-for-rent-106441577.htm,taman pulai indah 2S Shoplot for rent,Shop lot,,1540,"RM 2,500",Johor
https://www.mudah.my/bilik-utksewa-jalan-sutera-near-ciq-johor-80150-106441478.htm,Bilik utkSewa Jalan Sutera near CIQ Johor 80150,Sharing a house / Flat,,220,RM 500,Johor
https://www.mudah.my/country-garden-danga-bay-near-ciq-skudai-tampoi-brand-new-bus-106441466.htm,Country Garden Danga Bay Near CIQ / Skudai / Tampoi / Brand New / Bus,Condominium,3,1297,"RM 2,900",Johor
